"Longitude","Latitude",1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
-63.588653,-16.290154,0.810145678,0.830733263,0.933314138,1.102200063,1.193383427,1.234282016,1.118848032,1.233590536,1.266993971,1.239016881,1.20344554,1.13321239,1.081852805,1.566960714,1.42407612,1.317495499,1.566607459,1.31840552,1.400560784,1.441714967,1.521808822,,,,
17.679076,43.915886,,,0.998384772,0.759364211,0.882827528,0.973771342,1.735882889,4.130562574,5.166886809,4.821239796,6.056574441,5.33599675,5.880252844,5.964860686,6.333502799,6.602782907,7.011019941,7.2076202,8.027852215,7.938378791,8.093102083,,,,
24.684866,-22.328474,1.573942563,1.508488866,2.250150846,2.331304063,2.271602373,2.225507798,1.936442505,1.938210962,2.264586195,2.055736369,2.435788364,2.430479957,2.479160033,2.327139772,2.360654518,2.459256692,2.450541261,2.454639677,2.575237664,2.252753604,2.657137083,,,,
-51.92528,-14.235004,1.395852347,1.441508396,1.427610644,1.469568683,1.518845849,1.595813094,1.732335845,1.800488226,1.842713927,1.861402685,1.879510648,1.906747447,1.852165065,1.769553491,1.835908496,1.865823683,1.847979036,1.911676126,2.021610272,1.89749147,2.150268044,,,,
114.727669,4.535277,24.99101697,22.00211098,21.35998676,19.98379414,18.82181508,18.69529462,18.49797859,18.75482407,18.86595169,14.17073599,19.67221316,18.27476896,15.36001582,15.14916485,14.85919783,13.93762081,12.8693451,26.67765573,27.27448024,23.05821501,22.86788543,,,,
25.48583,42.733883,8.690224309,6.73939778,6.376764779,8.035332854,6.436235483,6.900326395,6.763241038,6.209849583,5.934325293,5.356718076,5.328034342,5.792010306,5.672606662,6.046861677,6.012888437,6.18991912,6.357101164,6.999306592,6.778939404,5.749911847,6.041258862,,,,
-1.561593,12.238333,0.066589241,0.069287377,0.067840823,0.06564342,0.065745056,0.062147146,0.06823107,0.075643822,0.078570194,0.082558304,0.089716835,0.083493832,0.081711564,0.085163968,0.084681997,0.083875351,0.098425098,0.115663809,0.115815962,0.110289608,0.108309024,,,,
29.918886,-3.373056,0.054293239,0.059949835,0.054231924,0.056192644,0.055792858,0.053736093,0.052431638,0.049510697,0.046636057,0.044820132,0.045052609,0.031633441,0.031262935,0.022715759,0.026364537,0.019820622,0.023253362,0.022895876,0.028913254,0.020128744,0.03336253,,,,
29.918886,-3.373056,0.250051142,0.254906268,0.278350543,0.270841467,0.282436124,0.284564568,0.340874288,0.342495246,0.36159293,0.396963848,0.422707978,0.463650036,0.535106939,0.54187592,0.557510183,0.612889141,0.639141802,0.644380035,0.635566624,0.641725377,0.729487839,,,,
104.990963,12.565679,0.049798401,0.049267742,0.049035284,0.047304842,0.051681222,0.14403496,0.145812255,0.135147918,0.166948102,0.158508777,0.161706116,0.18051894,0.173693889,0.183996838,0.186007849,0.207833998,0.221290598,0.253406345,0.285142059,0.286479818,0.291012884,,,,
12.354722,7.369722,0.144002179,0.089386219,0.296584756,0.29599422,0.281786495,0.313270864,0.321443137,0.218632529,0.212380482,0.198552849,0.215493084,0.209248864,0.203648852,0.220361375,0.223858668,0.203792602,0.205693153,0.305492511,0.282954664,0.33197166,0.350798617,,,,
-106.346771,56.130366,16.195048,15.93988907,16.39745621,16.57521986,15.6118822,15.6636391,15.76857333,16.11466202,17.09934736,16.89930178,17.37045161,16.91306255,16.55388237,17.46386176,17.26361022,17.42608062,16.89360819,17.05189953,16.39230563,15.28276013,14.67823409,,,,
-24.013197,16.002082,5.365895362,6.093514192,5.988262969,5.342593764,5.829751981,6.194139622,6.341469817,5.943175694,5.867933593,6.438795565,6.739446277,6.852094979,6.987874446,7.140751731,7.644526792,7.201951368,7.876454109,10.23024019,9.315188442,9.682068728,9.893750411,,,,
-80.566956,19.513469,10.11727778,10.49273206,11.37489964,11.64655172,12.2009649,11.57805001,11.59093484,11.43490842,11.27052091,10.59294147,10.9081924,10.49721818,10.4907246,10.43571863,10.54381699,10.55837772,10.33556551,11.8975171,11.92024493,10.81013358,10.63587887,,,,
20.939444,6.611111,0.06798145,0.068919596,0.070917064,0.071576542,0.073325495,0.071645254,0.070049867,0.071739607,0.071282453,0.073966185,0.073575522,0.066329918,0.065217103,0.061282064,0.054624582,0.053696423,0.056385974,0.057144847,0.056076955,0.055010411,0.060696275,,,,
20.939444,6.611111,8.746934195,8.20638305,7.869412173,7.725814749,7.326129351,7.580335653,7.764308278,7.538584985,7.139936829,6.744233827,6.659595791,6.835672052,6.733719983,6.976429093,6.969441319,6.982591367,7.244931458,7.282418752,7.148834835,6.515154296,6.828448162,,,,
18.732207,15.454166,0.024645581,0.011342669,0.013883722,0.015133393,0.015198785,0.014709289,0.014736456,0.01523137,0.014716772,0.015120896,0.021203807,0.019991957,0.018826192,0.040957837,0.039079158,0.039912774,0.039301342,0.043204244,0.046208883,0.039019815,0.040046478,,,,
-71.542969,-35.675147,2.583897221,2.391531929,2.430579029,2.541452739,2.737718067,2.940181659,3.309030704,3.776854236,3.829176411,3.988277975,3.797882442,3.373371321,3.499517811,3.443330684,3.71389349,3.778383301,3.901505829,4.268698123,4.231677403,3.958834795,4.213121459,,,,
104.195397,35.86166,2.167703077,2.245901276,2.31420729,2.442800659,2.565993892,2.755754966,2.844309582,2.820567891,2.67674598,2.648649247,2.696862433,2.742120813,2.885225041,3.512245428,4.080138906,4.441150695,4.892727098,5.153564017,5.311151855,5.778143184,6.194857575,,,,
-74.297333,4.570868,1.721479376,1.682138525,1.792909166,1.815692713,1.881414241,1.629971842,1.625504899,1.712592119,1.710655678,1.440382611,1.451800973,1.38746691,1.350470265,1.371357543,1.294946722,1.411298243,1.435639169,1.425649332,1.471411679,1.546859072,1.629451505,,,,
43.872219,-11.875001,0.186552484,0.182062988,0.177727875,0.173509531,0.169370855,0.173159188,0.138218567,0.134808742,0.146058376,0.156640027,0.159642408,0.162383574,0.16487479,0.173550503,0.175397898,0.183126281,0.196278827,0.191250379,0.192021759,0.187176943,0.203996305,,,,
15.827659,-0.228021,0.11659413,0.103577784,0.095924494,0.086870735,0.06088876,0.070612349,0.07534244,0.066387759,0.056357739,0.048984857,0.035069425,0.03250789,0.031177338,0.033308684,0.036888471,0.041198432,0.043470347,0.045526555,0.047942352,0.044983989,0.048880628,,,,
15.827659,-0.228021,0.498517381,0.517002313,0.626296322,0.598740548,0.811559862,0.575531136,0.613444801,0.814086834,0.262516137,0.269805587,0.335474588,0.26882185,0.215527273,0.32271695,0.342365669,0.410909865,0.367036568,0.382420405,0.380276927,0.471782007,0.493188609,,,,
-83.753428,9.748917,0.960062705,1.057348607,1.172598813,1.193435874,1.552781064,1.399032027,1.33145246,1.363338637,1.417685508,1.43750244,1.393232827,1.435374168,1.545144656,1.588597136,1.63214357,1.640763357,1.693042197,1.920907881,1.907641145,1.699048816,1.664003675,,,,
-83.753428,9.748917,0.478509395,0.449811964,0.357044922,0.440576379,0.380549063,0.501659934,0.572640179,0.543389312,0.447789877,0.396583005,0.42099958,0.470541267,0.4369616,0.322899306,0.44703014,0.449889657,0.396131288,0.383471815,0.376338524,0.314826694,0.305895928,,,,
15.2,45.1,,,3.752317226,3.540551724,3.629147097,3.772242664,4.120683133,4.220418635,4.536293268,4.499603865,4.438345911,4.665514189,4.927324775,5.302283784,5.191956522,5.201658487,5.219693694,5.498020063,5.269158157,4.866616935,4.727161668,,,,
-77.781167,21.521757,3.14506783,2.773373486,2.913041413,2.711903405,2.959872313,2.347051636,2.455184241,2.231949768,2.209364188,2.276849872,2.337798032,2.277547019,2.327008038,2.266211782,2.218084612,2.303062731,2.425176133,2.365675828,2.694978513,2.648700405,3.400544489,,,,
33.429859,35.126413,6.070122918,6.054400374,6.590579022,6.69972912,6.732450912,6.490424824,6.601260126,6.607518751,7.038876041,6.997282524,7.261794131,7.120566085,7.166516818,7.762794272,7.219783032,7.265914897,7.429747194,7.709325131,7.942807883,7.464781629,6.983907546,,,,
15.472962,49.817492,,,13.47346136,12.76013216,12.17816292,12.10893487,12.3924996,12.54002681,11.9331697,10.93767885,12.15484137,12.17690632,11.78721674,12.0049848,12.03369673,11.82385869,11.98993701,12.03518177,11.26802536,10.352562,10.66903291,,,,
9.501785,56.26392,9.676543915,11.87615287,10.5038454,11.01592348,11.72680987,10.53635562,13.03463261,10.79563863,10.57053451,9.570253029,8.850879164,9.150421654,9.164207093,10.33929467,9.362022513,8.69075357,10.11628626,9.201343675,8.548023608,8.057567722,8.346404977,,,,
42.590275,11.825138,0.677549989,0.652481517,0.658386998,0.668389157,0.657235908,0.646144045,0.645626292,0.639688791,0.586785385,0.623488728,0.557998691,0.524762447,0.536922011,0.539061165,0.598575824,0.609132291,0.619280954,0.610638671,0.647304037,0.646961484,0.646313828,,,,
-61.370976,15.414999,0.827205053,0.828127426,0.826622334,0.875486272,0.976195147,1.130410414,1.030837995,1.140171858,1.09548332,1.154101456,1.473557313,1.631883434,1.470876429,1.622612692,1.564308567,1.611479686,1.556231433,2.123695176,1.81065982,1.807777903,1.906487557,,,,
-70.162651,18.735693,1.3210079,1.371084233,1.4861706,1.552997868,1.618105451,2.018743123,2.161291336,2.209128182,2.226188777,2.21278674,2.322080619,2.299559124,2.406154784,2.412915411,2.040322289,2.103252876,2.182961682,2.228800267,2.155776782,2.056047061,2.092908442,,,,
-70.162651,18.735693,2.725561385,2.803132526,2.894085675,3.011396424,3.1360945,3.286070106,3.395377595,3.404469306,3.110475012,3.126670763,3.21200304,3.248549002,3.360755227,3.771447024,4.160388019,4.36745321,4.634998927,4.832088233,4.924758913,5.165958366,5.464787551,,,,
-70.162651,18.735693,1.930139447,2.015715743,2.084884957,2.200435775,2.293594698,2.454788426,2.540316843,2.530017247,2.267756798,2.264733231,2.324897522,2.382724182,2.49062567,2.949196615,3.367732225,3.621453498,3.922128331,4.1240525,4.254715532,4.590335336,4.874165983,,,,
-78.183406,-1.831239,1.662966597,1.591296282,2.104391438,2.232078452,1.23133309,2.015978278,2.067162141,1.548934686,1.845915625,1.731283117,1.670956006,1.834522989,1.894845227,1.997273981,2.118221025,2.170847617,2.117019692,2.155728916,2.044437372,2.065051126,2.175597851,,,,
30.802498,26.820553,1.348032205,1.371652362,1.39221168,1.570729357,1.416405692,1.564915425,1.642381014,1.714934077,1.907531786,1.926226528,2.13688338,1.86672496,1.862198178,2.131040925,2.137823551,2.329524591,2.447103136,2.591713826,2.606860228,2.577287668,2.622791315,,,,
-88.89653,13.794185,0.489919027,0.59547512,0.62213013,0.695097941,0.780193115,0.918661805,0.843061093,0.983882945,0.98595034,0.961157291,0.963705408,0.99374718,1.005199634,1.086835498,1.052165208,1.062804383,1.12295143,1.126519855,1.064017123,1.047293403,1.004884536,,,,
10.267895,1.650801,0.323687779,0.521934796,0.541390053,0.248377428,0.085777176,0.298785277,0.257113997,0.622464395,0.34669566,0.941999606,0.877511439,5.7893646,9.031184315,10.58398704,8.904935809,7.806030998,7.646503635,7.49890716,6.843320543,6.826347305,6.721220627,,,,
39.782334,15.179384,,,,,0.054472267,0.087160618,0.100295129,0.148313384,0.16094075,0.163283346,0.15452354,0.153774775,0.141315955,0.16233888,0.165055486,0.157888871,0.111429392,0.111209813,0.076989679,0.092369603,0.089420969,,,,
25.013607,58.595272,,,15.01156291,11.88114204,12.09032802,11.23097463,12.67757422,12.53744637,11.90979515,11.07308528,10.86724625,11.23520097,10.82806467,12.43984913,12.63554732,12.38596224,12.02085298,14.05608572,13.08183443,11.04896311,13.77319664,,,,
40.489673,9.145,0.062817817,0.060006132,0.057575257,0.05676655,0.053942147,0.037748091,0.063407832,0.070574784,0.080627733,0.079102494,0.088308985,0.063403821,0.064062617,0.068715182,0.070799012,0.066342512,0.06922699,0.073530817,0.07709377,0.078493947,0.07456497,,,,
40.489673,9.145,8.368374185,8.627850968,8.35756194,8.150023749,8.104349622,8.252475368,8.448241622,8.30716011,8.440222257,8.21928827,8.263020169,8.42372108,8.368009674,8.498316255,8.50668173,8.411432268,8.308324524,8.175244172,7.958818373,7.38174341,7.444627939,,,,
40.489673,9.145,,,9.078322657,8.553223799,8.014758793,7.96488365,8.005685372,7.700091658,7.663932921,7.519665523,7.578907812,7.670664306,7.63616117,7.84067702,7.855681519,7.831724865,7.989932745,7.971592763,7.933163446,7.278518198,7.641154733,,,,
40.489673,9.145,,,6.837038324,6.174855615,5.44670424,5.321204706,5.140169932,4.752010167,4.693543106,4.571673157,4.64690891,4.67459965,4.725646597,4.955261778,5.016782468,5.035484031,5.292134344,5.514136772,5.537528557,4.977154791,5.312749935,,,,
40.489673,9.145,8.607577753,8.703235559,8.43810542,8.246932698,8.13060405,8.259801296,8.496221434,8.264243592,8.259524628,7.996533501,8.021007717,8.174155097,8.089453471,8.243095386,8.230901684,8.154486906,8.147203428,8.01937382,7.822184474,7.208959294,7.351427046,,,,
40.489673,9.145,12.97890945,12.50745326,14.09173465,15.55042626,13.97453429,16.38130116,14.48222797,14.20133745,14.65172031,14.57574037,15.30184337,16.80432799,15.97319428,16.09265546,16.31214382,15.59092296,15.50983527,15.61401703,14.49027237,13.45552419,14.3481979,,,,
179.414413,-16.578193,1.122747786,0.917736317,0.970522879,1.0103494,1.068015474,1.120543537,1.14031915,0.929351732,0.87940286,0.995310197,1.066241851,1.368317172,1.024305441,1.054478332,1.383528593,1.658541686,1.642944956,1.439774381,1.277592845,0.993663187,1.499936669,,,,
25.748151,61.92411,10.37716896,10.71998528,9.491886738,9.980945227,11.30007804,10.34239896,11.95863616,11.67199336,11.05828449,10.7295164,10.07321632,10.87587548,11.74433248,13.21467044,12.83267498,10.41643805,12.56994213,12.0977885,10.65096203,9.958628519,11.53084023,,,,
25.748151,61.92411,0.736486871,0.742909064,0.771473717,0.757662587,0.805728502,0.790849459,0.764296445,0.767072955,0.791702357,0.788828611,0.791937939,0.804214834,0.768509785,0.814516516,0.884932517,0.878376088,0.83728041,0.743066098,0.849173009,0.87721282,0.859296751,,,,
2.213749,46.227638,6.831599446,7.303431121,6.746684917,6.583282115,6.227604644,6.60538664,6.83033141,6.328599582,6.797258072,6.137805343,6.001530445,6.288363017,6.162136804,6.227112679,6.221524691,6.206003013,6.013737108,5.872005393,5.787745414,5.516347214,5.556065562,,,,
-149.406843,-17.679742,3.179533196,3.158390258,3.144127949,2.956846445,2.54768319,2.658234201,2.642195894,2.671569811,2.601164725,2.502846031,2.65828792,3.05487077,3.008043847,3.216459587,3.130939474,3.337769338,3.300898999,3.239386851,3.306029055,3.288268805,3.296763845,,,,
11.609444,-0.803689,5.116818052,1.51952878,2.133037585,3.200171809,3.183631404,3.570352724,3.188413797,3.117594152,1.398868434,1.201974381,0.858756274,1.41971116,1.383700376,1.014415346,1.312048993,1.512559579,1.398898158,1.611324676,1.05595063,0.053104522,1.654156027,,,,
-15.310139,13.443182,0.207986161,0.208554376,0.202128072,0.207310348,0.201642903,0.203006157,0.197414981,0.191974878,0.202444467,0.215137666,0.223804444,0.222910718,0.241348408,0.233853003,0.231832831,0.224632783,0.227591269,0.258947591,0.260271334,0.267987732,0.281465989,,,,
43.356892,42.315407,,,3.146690058,2.026478386,1.25134791,0.486454584,0.880982431,0.979139818,1.105665099,0.975944975,1.026657085,0.859400875,0.777669956,0.87166324,1.001179399,1.161964965,1.398262619,1.410513171,1.422867603,1.373389558,1.401642562,,,,
10.451526,51.165691,,11.62264617,11.06332025,10.81424893,10.62839192,10.57946663,10.8602336,10.5111126,10.42527316,10.01775877,10.09563988,10.3662867,10.04711428,10.09771302,10.00889289,9.78184775,9.819062562,9.530207568,9.540351755,8.940512042,9.114841508,,,,
-1.023194,7.946527,0.268720111,0.268875008,0.264744037,0.29322602,0.310384645,0.323798339,0.335321764,0.364018681,0.356316021,0.356242081,0.334071375,0.358652797,0.375849622,0.375881442,0.352699146,0.325303402,0.42320961,0.425213043,0.369077919,0.314205501,0.370887966,,,,
21.824312,39.074208,7.160051756,6.59261778,7.281051655,7.22816307,7.425711182,7.446147379,7.507144389,7.847816045,8.104379744,7.961029646,8.391708638,8.565334954,8.52805993,8.688983551,8.787284041,8.895346335,8.742449079,8.80106122,8.74361278,8.483171443,7.774920307,,,,
-42.604303,71.706936,10.02489209,9.910810811,8.753056058,9.101068841,9.117945946,9.068924731,9.249499106,9.363946429,9.47798574,9.674081996,9.461120996,9.566086957,9.522319772,9.366951467,10.24499657,10.69152542,11.04479163,10.89304217,11.3275458,9.896205813,11.14824708,,,,
-61.604171,12.262776,1.142533702,1.178549583,1.244956328,1.268316006,1.475609388,1.572830738,1.600738125,1.740578492,1.737537265,1.915901854,1.876441645,1.908226885,2.011302755,2.113462083,2.000409137,2.101514313,2.23727484,2.301034889,2.505070623,2.426008668,2.487241705,,,,
-90.230759,15.783471,0.572096826,0.55537322,0.646150749,0.593564261,0.700971301,0.71769008,0.651217181,0.727108963,0.818731205,0.816049716,0.884988044,0.925775835,0.943106331,0.870631821,0.939594997,0.982191936,0.963917776,0.948832217,0.838275399,0.846695272,0.775252594,,,,
-9.696645,9.945587,0.175427936,0.169154848,0.159547429,0.154673485,0.163486337,0.159553324,0.157194335,0.15425618,0.146988355,0.147943514,0.146325665,0.145932151,0.146343564,0.145810222,0.14308915,0.123301294,0.120499894,0.120445305,0.117674735,0.115964905,0.113624058,,,,
-15.180413,11.803749,0.248699362,0.246647263,0.244537617,0.255860306,0.250116446,0.247755704,0.245417923,0.22155761,0.141462618,0.156038795,0.115195647,0.11549624,0.115726127,0.142846433,0.1450146,0.149619244,0.148935848,0.155639184,0.149878702,0.15132326,0.150227779,,,,
-58.93018,4.860416,1.572923261,1.551452523,1.455625664,1.458667926,1.838958777,2.034603426,2.092231808,2.183038421,2.242384675,2.271320539,2.162358238,2.133525133,2.105536823,2.077738943,2.150963288,1.884507002,1.686490272,2.03244389,2.009019786,1.990651107,2.164396038,,,,
-72.285215,18.971187,0.139766637,0.137480114,0.122896346,0.087969328,0.039096861,0.120233481,0.136820512,0.174868602,0.148703608,0.157840329,0.159449019,0.179980682,0.206122036,0.192802006,0.217692068,0.224117171,0.224973111,0.251309215,0.251866546,0.231695192,0.214171416,,,,
73.504158,-53.08181,0.176881996,0.169134326,0.168357059,0.167769708,0.1702581,0.177538932,0.180797255,0.183016307,0.169804212,0.167538268,0.167662569,0.168035703,0.169319337,0.182642776,0.190444893,0.185924424,0.192835005,0.200667003,0.200961964,0.203769989,0.214337736,,,,
73.504158,-53.08181,11.85315853,11.9830122,12.07640907,11.96077941,11.81766929,11.755989,11.95028221,11.91170023,11.83655205,11.83578251,12.1338924,12.00632434,12.00533789,12.16044285,12.30149332,12.25508593,12.21794418,12.2299104,11.99253597,11.22204602,11.5859671,,,,
73.504158,-53.08181,,,13.42881745,12.8533371,11.80615199,11.10584548,10.94254606,10.56319553,10.48280874,10.62313146,11.22905361,11.15058122,11.22748614,11.61703757,11.98377721,12.08990664,12.56396234,12.51512162,12.73807059,12.03795232,12.97322362,,,,
73.504158,-53.08181,11.73908661,11.8274463,11.84091259,11.83097693,11.89505,11.98093037,12.25840905,12.29689926,12.22153296,12.18706214,12.41545135,12.27505824,12.25570381,12.35800916,12.44860687,12.3674267,12.2150763,12.24085166,11.89817639,11.10680837,11.34270305,,,,
-86.241905,15.199999,0.528697141,0.535309249,0.593839391,0.535591007,0.611481479,0.693800268,0.691930431,0.710503614,0.777531407,0.776343885,0.806843843,0.897588389,0.93766527,1.021289584,1.089402383,1.09497197,0.995766777,1.222940206,1.184378469,1.052995886,1.063839388,,,,
19.503304,47.162494,6.068549144,6.11520167,5.66140153,5.804167464,5.614646215,5.814534757,6.080585668,6.006255195,5.91987957,5.896196348,5.605559256,5.597195054,5.52182927,5.83162049,5.67438919,5.741669951,5.68289478,5.554955558,5.444870628,4.856575656,5.058248166,,,,
-19.020835,64.963051,7.813884768,6.856146503,7.009323634,7.550217082,7.553975062,7.280037238,8.222645733,7.763336874,7.667265104,7.456127132,7.693782116,7.373427894,7.550227286,7.485457013,7.64601779,7.427079472,7.496188056,7.414833454,6.677481144,6.447492771,6.168528586,,,,
78.96288,20.593684,0.794779797,0.832462131,0.86709217,0.884041935,0.921657278,0.962588869,1.029878845,1.053994868,1.063671976,1.11646205,1.138546236,1.136236043,1.139393204,1.171995833,1.214202126,1.251950214,1.315821535,1.390226108,1.54196566,1.665573859,1.666209247,,,,
113.921327,-0.789275,0.837279388,0.9886919,1.095498237,1.162651369,1.158713034,1.158817949,1.285100997,1.392943657,1.035567369,1.175007141,1.260747518,1.391267433,1.426430721,1.452204882,1.525733494,1.523478178,1.515611858,1.625926477,1.760506364,1.907918005,1.803206699,,,,
53.688046,32.427908,3.746058576,3.967756463,3.928722582,4.031171317,4.455424975,4.523504527,4.503946826,4.316729811,4.853465528,5.900726816,5.654634051,5.965312004,5.938201868,6.110884599,6.453225028,6.690126582,7.183904709,7.516997699,7.852563085,7.852320251,7.676526948,,,,
