Rate,Country Name,"longitude, latitude",Country Code,"""1990""","""1991""","""1992""","""1993""","""1994""","""1995""","""1996""","""1997""","""1998""","""1999""","""2000""","""2001""","""2002""","""2003""","""2004""","""2005""","""2006""","""2007""","""2008""","""2009""","""2010""","""2011""","""2012""","""2013""","""2014""","""2015""","""2016""","""2017""","""2018""","""2019""","""2020""","""2021""","""2022""","""2023""","""2024""","""2025""","""2026""","""2027""","""2028""","""2029""","""2030""","""2031""","""2032""","""2033""","""2034""","""2035""","""2036""","""2037""","""2038""","""2039""","""2040""","""2041""","""2042""","""2043""","""2044""","""2045""","""2046""","""2047""","""2048""","""2049""","""2050""","""2051""","""2052""","""2053""","""2054""","""2055""","""2056""","""2057""","""2058""","""2059""","""2060""","""2061""","""2062""","""2063""","""2064""","""2065""","""2066""","""2067""","""2068""","""2069""","""2070""","""2071""","""2072""","""2073""","""2074""","""2075""","""2076""","""2077""","""2078""","""2079""","""2080""","""2081""","""2082""","""2083""","""2084""","""2085""","""2086""","""2087""","""2088""","""2089""","""2090""","""2091""","""2092""","""2093""","""2094""","""2095""","""2096""","""2097""","""2098""","""2099""","""2100""","""2101""","""2102""","""2103""","""2104""","""2105""","""2106""","""2107""","""2108""","""2109""","""2110""","""2111""","""2112""","""2113""","""2114"""
128.4545455,Puerto Rico,"-66.590149,18.220833",PRI,2870,3047,3224,3401,3578,3755,3932,4109,4286,4463,4640,4728,4816,4904,4992,5080,5168,5256,5344,5432,5520,5608,5696,5824.454546,5952.909091,6081.363637,6209.818182,6338.272728,6466.727273,6595.181819,6723.636364,6852.09091,6980.545455,7109.000001,7237.454546,7365.909092,7494.363637,7622.818183,7751.272728,7879.727274,8008.181819,8136.636365,8265.09091,8393.545456,8522.000001,8650.454546,8778.909092,8907.363638,9035.818183,9164.272729,9292.727274,9421.18182,9549.636365,9678.090911,9806.545456,9935.000002,10063.45455,10191.90909,10320.36364,10448.81818,10577.27273,10705.72727,10834.18182,10962.63637,11091.09091,11219.54546,11348,11476.45455,11604.90909,11733.36364,11861.81818,11990.27273,12118.72728,12247.18182,12375.63637,12504.09091,12632.54546,12761,12889.45455,13017.90909,13146.36364,13274.81818,13403.27273,13531.72728,13660.18182,13788.63637,13917.09091,14045.54546,14174,14302.45455,14430.90909,14559.36364,14687.81819,14816.27273,14944.72728,15073.18182,15201.63637,15330.09091,15458.54546,15587,15715.45455,15843.90909,15972.36364,16100.81819,16229.27273,16357.72728,16486.18182,16614.63637,16743.09091,16871.54546,17000,17128.45455,17256.9091,17385.36364,17513.81819,17642.27273,17770.72728,17899.18182,18027.63637,18156.09091,18284.54546,18413,18541.45455,18669.9091,18798.36364
0,Qatar,"51.183884,25.354826",QAT,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124.9090909,Romania,"24.96676,45.943161",ROU,63710,63705,63700,63695,63690,63685,63680,63675,63670,63665,63660,63710,63760,63810,63860,63910,64274,64638,65002,65366,65730,66094,66458,66582.90909,66707.81818,66832.72727,66957.63636,67082.54545,67207.45455,67332.36364,67457.27273,67582.18182,67707.09091,67832,67956.90909,68081.81818,68206.72727,68331.63636,68456.54545,68581.45455,68706.36364,68831.27273,68956.18182,69081.09091,69206,69330.90909,69455.81818,69580.72727,69705.63636,69830.54545,69955.45455,70080.36364,70205.27273,70330.18182,70455.09091,70580,70704.90909,70829.81818,70954.72727,71079.63636,71204.54545,71329.45455,71454.36364,71579.27273,71704.18182,71829.09091,71954,72078.90909,72203.81818,72328.72727,72453.63636,72578.54545,72703.45454,72828.36364,72953.27273,73078.18182,73203.09091,73328,73452.90909,73577.81818,73702.72727,73827.63636,73952.54545,74077.45454,74202.36364,74327.27273,74452.18182,74577.09091,74702,74826.90909,74951.81818,75076.72727,75201.63636,75326.54545,75451.45454,75576.36364,75701.27273,75826.18182,75951.09091,76076,76200.90909,76325.81818,76450.72727,76575.63636,76700.54545,76825.45454,76950.36364,77075.27273,77200.18182,77325.09091,77450,77574.90909,77699.81818,77824.72727,77949.63636,78074.54545,78199.45454,78324.36364,78449.27273,78574.18182,78699.09091,78824,78948.90909,79073.81818,79198.72727
118.1818182,Russia,"105.318756,61.52401",RUS,8089500,0,8090136,8090455,8090773,8091092,8091411,8091729,8092048,8092366,8092685,8091728,8090771,8089814,8088857,8087900,8088500,8089100,8089700,8090300,8090900,8091500,8092100,8092218.182,8092336.364,8092454.545,8092572.727,8092690.909,8092809.091,8092927.273,8093045.455,8093163.636,8093281.818,8093400,8093518.182,8093636.364,8093754.545,8093872.727,8093990.909,8094109.091,8094227.273,8094345.455,8094463.636,8094581.818,8094700,8094818.182,8094936.364,8095054.545,8095172.727,8095290.909,8095409.091,8095527.273,8095645.455,8095763.636,8095881.818,8096000,8096118.182,8096236.364,8096354.545,8096472.727,8096590.909,8096709.091,8096827.273,8096945.455,8097063.636,8097181.818,8097300,8097418.182,8097536.364,8097654.545,8097772.727,8097890.909,8098009.091,8098127.273,8098245.455,8098363.636,8098481.818,8098600,8098718.182,8098836.364,8098954.545,8099072.727,8099190.909,8099309.091,8099427.273,8099545.455,8099663.636,8099781.818,8099900,8100018.182,8100136.364,8100254.545,8100372.727,8100490.909,8100609.091,8100727.273,8100845.455,8100963.636,8101081.818,8101200,8101318.182,8101436.364,8101554.545,8101672.727,8101790.909,8101909.091,8102027.273,8102145.455,8102263.636,8102381.818,8102500,8102618.182,8102736.364,8102854.545,8102972.727,8103090.909,8103209.091,8103327.273,8103445.455,8103563.636,8103681.818,8103800,8103918.182,8104036.364,8104154.545
62.27272727,Rwanda,"29.873888,-1.940278",RWA,3180,3206,3232,3258,3284,3310,3336,3362,3388,3414,3440,3522,3604,3686,3768,3850,3950,4050,4150,4250,4350,4450,4550,4612.272727,4674.545455,4736.818182,4799.090909,4861.363636,4923.636364,4985.909091,5048.181818,5110.454545,5172.727273,5235,5297.272727,5359.545455,5421.818182,5484.090909,5546.363636,5608.636364,5670.909091,5733.181818,5795.454545,5857.727273,5920,5982.272727,6044.545454,6106.818182,6169.090909,6231.363636,6293.636364,6355.909091,6418.181818,6480.454545,6542.727273,6605,6667.272727,6729.545454,6791.818182,6854.090909,6916.363636,6978.636364,7040.909091,7103.181818,7165.454545,7227.727273,7290,7352.272727,7414.545454,7476.818182,7539.090909,7601.363636,7663.636364,7725.909091,7788.181818,7850.454545,7912.727273,7975,8037.272727,8099.545454,8161.818182,8224.090909,8286.363636,8348.636363,8410.909091,8473.181818,8535.454545,8597.727273,8660,8722.272727,8784.545454,8846.818182,8909.090909,8971.363636,9033.636363,9095.909091,9158.181818,9220.454545,9282.727273,9345,9407.272727,9469.545454,9531.818182,9594.090909,9656.363636,9718.636363,9780.909091,9843.181818,9905.454545,9967.727272,10030,10092.27273,10154.54545,10216.81818,10279.09091,10341.36364,10403.63636,10465.90909,10528.18182,10590.45455,10652.72727,10715,10777.27273,10839.54545,10901.81818
18.63636364,Samoa,"-172.104629,-13.759029",WSM,1300,1341,1382,1423,1464,1505,1546,1587,1628,1669,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1710,1728.636364,1747.272727,1765.909091,1784.545455,1803.181818,1821.818182,1840.454545,1859.090909,1877.727273,1896.363636,1915,1933.636364,1952.272727,1970.909091,1989.545455,2008.181818,2026.818182,2045.454546,2064.090909,2082.727273,2101.363636,2120,2138.636364,2157.272727,2175.909091,2194.545455,2213.181818,2231.818182,2250.454546,2269.090909,2287.727273,2306.363636,2325,2343.636364,2362.272727,2380.909091,2399.545455,2418.181818,2436.818182,2455.454546,2474.090909,2492.727273,2511.363637,2530,2548.636364,2567.272727,2585.909091,2604.545455,2623.181818,2641.818182,2660.454546,2679.090909,2697.727273,2716.363637,2735,2753.636364,2772.272727,2790.909091,2809.545455,2828.181818,2846.818182,2865.454546,2884.090909,2902.727273,2921.363637,2940,2958.636364,2977.272728,2995.909091,3014.545455,3033.181818,3051.818182,3070.454546,3089.090909,3107.727273,3126.363637,3145,3163.636364,3182.272728,3200.909091,3219.545455,3238.181818,3256.818182,3275.454546,3294.090909,3312.727273,3331.363637,3350,3368.636364,3387.272728,3405.909091,3424.545455,3443.181819,3461.818182,3480.454546,3499.090909,3517.727273,3536.363637,3555,3573.636364,3592.272728,3610.909091
0,San Marino,"12.457777,43.94236",SMR,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Saudi Arabia,"45.079162,23.885942",SAU,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770
-434.1818182,Senegal,"-14.452362,14.497401",SEN,93482,93032,92582,92132,91680,91232,90782,90332,89882,89432,88982,88532,88082,87632,87182,86732,86330,85930,85530,85130,84730,84330,83930,83495.81818,83061.63636,82627.45455,82193.27273,81759.09091,81324.90909,80890.72727,80456.54545,80022.36364,79588.18182,79154,78719.81818,78285.63636,77851.45455,77417.27273,76983.09091,76548.90909,76114.72727,75680.54545,75246.36364,74812.18182,74378,73943.81818,73509.63636,73075.45455,72641.27273,72207.09091,71772.90909,71338.72727,70904.54545,70470.36364,70036.18182,69602,69167.81818,68733.63636,68299.45454,67865.27273,67431.09091,66996.90909,66562.72727,66128.54545,65694.36364,65260.18182,64826,64391.81818,63957.63636,63523.45454,63089.27273,62655.09091,62220.90909,61786.72727,61352.54545,60918.36364,60484.18182,60050,59615.81818,59181.63636,58747.45454,58313.27273,57879.09091,57444.90909,57010.72727,56576.54545,56142.36364,55708.18182,55274,54839.81818,54405.63636,53971.45454,53537.27273,53103.09091,52668.90909,52234.72727,51800.54545,51366.36364,50932.18182,50498,50063.81818,49629.63636,49195.45454,48761.27273,48327.09091,47892.90909,47458.72727,47024.54545,46590.36363,46156.18182,45722,45287.81818,44853.63636,44419.45454,43985.27273,43551.09091,43116.90909,42682.72727,42248.54545,41814.36363,41380.18182,40946,40511.81818,40077.63636,39643.45454
224.9090909,Serbia,"21.005859,44.016521",SRB,23130,0,0,0,0,0,0,0,0,0,24600,0,0,0,0,24760,25234,25708,26182,26656,27130,27604,28078,28302.90909,28527.81818,28752.72727,28977.63636,29202.54545,29427.45455,29652.36364,29877.27273,30102.18182,30327.09091,30552,30776.90909,31001.81818,31226.72727,31451.63636,31676.54545,31901.45455,32126.36364,32351.27273,32576.18182,32801.09091,33026,33250.90909,33475.81818,33700.72727,33925.63636,34150.54545,34375.45455,34600.36364,34825.27273,35050.18182,35275.09091,35500,35724.90909,35949.81818,36174.72727,36399.63636,36624.54545,36849.45455,37074.36364,37299.27273,37524.18182,37749.09091,37974,38198.90909,38423.81818,38648.72727,38873.63636,39098.54545,39323.45455,39548.36364,39773.27273,39998.18182,40223.09091,40448,40672.90909,40897.81818,41122.72727,41347.63636,41572.54545,41797.45454,42022.36364,42247.27273,42472.18182,42697.09091,42922,43146.90909,43371.81818,43596.72727,43821.63636,44046.54545,44271.45454,44496.36364,44721.27273,44946.18182,45171.09091,45396,45620.90909,45845.81818,46070.72727,46295.63636,46520.54545,46745.45454,46970.36364,47195.27273,47420.18182,47645.09091,47870,48094.90909,48319.81818,48544.72727,48769.63636,48994.54545,49219.45454,49444.36364,49669.27273,49894.18182,50119.09091,50344,50568.90909,50793.81818,51018.72727
0,Seychelles,"55.491977,-4.679574",SYC,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407
-196,Sierra Leone,"-11.779889,8.460555",SLE,31180,30984,30788,30592,30396,30200,30004,29808,29612,29416,29220,29024,28828,28632,28436,28240,28044,27848,27652,27456,27260,27064,26868,26672,26476,26280,26084,25888,25692,25496,25300,25104,24908,24712,24516,24320,24124,23928,23732,23536,23340,23144,22948,22752,22556,22360,22164,21968,21772,21576,21380,21184,20988,20792,20596,20400,20204,20008,19812,19616,19420,19224,19028,18832,18636,18440,18244,18048,17852,17656,17460,17264,17068,16872,16676,16480,16284,16088,15892,15696,15500,15304,15108,14912,14716,14520,14324,14128,13932,13736,13540,13344,13148,12952,12756,12560,12364,12168,11972,11776,11580,11384,11188,10992,10796,10600,10404,10208,10012,9816,9620,9424,9228,9032,8836,8640,8444,8248,8052,7856,7660,7464,7268,7072,6876
0,Singapore,"103.819836,1.352083",SGP,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
5.181818182,Slovakia,"19.699024,48.669026",SVK,19220,0,0,19217,19216,19215,19214,19213,19212,19211,19210,19232,19254,19276,19298,19320,19322,19324,19326,19328,19330,19332,19334,19339.18182,19344.36364,19349.54545,19354.72727,19359.90909,19365.09091,19370.27273,19375.45455,19380.63636,19385.81818,19391,19396.18182,19401.36364,19406.54545,19411.72727,19416.90909,19422.09091,19427.27273,19432.45455,19437.63636,19442.81818,19448,19453.18182,19458.36364,19463.54545,19468.72727,19473.90909,19479.09091,19484.27273,19489.45455,19494.63636,19499.81818,19505,19510.18182,19515.36364,19520.54545,19525.72727,19530.90909,19536.09091,19541.27273,19546.45455,19551.63636,19556.81818,19562,19567.18182,19572.36364,19577.54545,19582.72727,19587.90909,19593.09091,19598.27273,19603.45455,19608.63636,19613.81818,19619,19624.18182,19629.36364,19634.54545,19639.72727,19644.90909,19650.09091,19655.27273,19660.45455,19665.63636,19670.81818,19676,19681.18182,19686.36364,19691.54545,19696.72727,19701.90909,19707.09091,19712.27273,19717.45455,19722.63636,19727.81818,19733,19738.18182,19743.36364,19748.54545,19753.72727,19758.90909,19764.09091,19769.27273,19774.45455,19779.63636,19784.81818,19790,19795.18182,19800.36364,19805.54545,19810.72727,19815.90909,19821.09091,19826.27273,19831.45455,19836.63636,19841.81818,19847,19852.18182,19857.36364,19862.54545
31.36363636,Slovenia,"14.995463,46.151241",SVN,11880,0,11970,12015,12060,12105,12150,12195,12240,12285,12330,12350,12370,12390,12410,12430,12450,12470,12490,12510,12530,12550,12570,12601.36364,12632.72727,12664.09091,12695.45455,12726.81818,12758.18182,12789.54545,12820.90909,12852.27273,12883.63636,12915,12946.36364,12977.72727,13009.09091,13040.45455,13071.81818,13103.18182,13134.54545,13165.90909,13197.27273,13228.63636,13260,13291.36364,13322.72727,13354.09091,13385.45455,13416.81818,13448.18182,13479.54545,13510.90909,13542.27273,13573.63636,13605,13636.36364,13667.72727,13699.09091,13730.45455,13761.81818,13793.18182,13824.54545,13855.90909,13887.27273,13918.63636,13950,13981.36364,14012.72727,14044.09091,14075.45455,14106.81818,14138.18182,14169.54545,14200.90909,14232.27273,14263.63636,14295,14326.36364,14357.72727,14389.09091,14420.45455,14451.81818,14483.18182,14514.54545,14545.90909,14577.27273,14608.63636,14640,14671.36364,14702.72727,14734.09091,14765.45455,14796.81818,14828.18182,14859.54545,14890.90909,14922.27273,14953.63636,14985,15016.36364,15047.72727,15079.09091,15110.45455,15141.81818,15173.18182,15204.54545,15235.90909,15267.27273,15298.63636,15330,15361.36364,15392.72727,15424.09091,15455.45455,15486.81818,15518.18182,15549.54545,15580.90909,15612.27273,15643.63636,15675,15706.36364,15737.72727,15769.09091
-55.54545455,Solomon Islands,"160.156194,-9.64571",SLB,23240,23184,23128,23072,23016,22960,22904,22848,22792,22736,22680,22626,22572,22518,22464,22410,22354,22298,22242,22186,22130,22074,22018,21962.45455,21906.90909,21851.36364,21795.81818,21740.27273,21684.72727,21629.18182,21573.63636,21518.09091,21462.54545,21407,21351.45455,21295.90909,21240.36364,21184.81818,21129.27273,21073.72727,21018.18182,20962.63636,20907.09091,20851.54545,20796,20740.45455,20684.90909,20629.36364,20573.81818,20518.27273,20462.72727,20407.18182,20351.63636,20296.09091,20240.54545,20185,20129.45455,20073.90909,20018.36364,19962.81818,19907.27273,19851.72727,19796.18182,19740.63636,19685.09091,19629.54545,19574,19518.45455,19462.90909,19407.36364,19351.81818,19296.27273,19240.72727,19185.18182,19129.63636,19074.09091,19018.54545,18963,18907.45455,18851.90909,18796.36364,18740.81818,18685.27273,18629.72727,18574.18182,18518.63636,18463.09091,18407.54545,18352,18296.45455,18240.90909,18185.36364,18129.81818,18074.27273,18018.72727,17963.18182,17907.63636,17852.09091,17796.54545,17741,17685.45455,17629.90909,17574.36364,17518.81818,17463.27273,17407.72727,17352.18182,17296.63636,17241.09091,17185.54545,17130,17074.45455,17018.90909,16963.36364,16907.81818,16852.27273,16796.72727,16741.18182,16685.63636,16630.09091,16574.54545,16519,16463.45455,16407.90909,16352.36364
-767.5454545,Somalia,"46.199616,5.152149",SOM,82820,82053,81286,80519,79752,78985,78218,77451,76684,75917,75150,74382,73614,72846,72078,71310,70542,69774,69006,68238,67470,66702,65934,65166.45455,64398.90909,63631.36364,62863.81818,62096.27273,61328.72727,60561.18182,59793.63636,59026.09091,58258.54546,57491,56723.45455,55955.90909,55188.36364,54420.81818,53653.27273,52885.72727,52118.18182,51350.63636,50583.09091,49815.54546,49048,48280.45455,47512.90909,46745.36364,45977.81818,45210.27273,44442.72727,43675.18182,42907.63636,42140.09091,41372.54546,40605,39837.45455,39069.90909,38302.36364,37534.81818,36767.27273,35999.72727,35232.18182,34464.63637,33697.09091,32929.54546,32162,31394.45455,30626.90909,29859.36364,29091.81818,28324.27273,27556.72727,26789.18182,26021.63637,25254.09091,24486.54546,23719,22951.45455,22183.90909,21416.36364,20648.81818,19881.27273,19113.72728,18346.18182,17578.63637,16811.09091,16043.54546,15276,14508.45455,13740.90909,12973.36364,12205.81818,11438.27273,10670.72728,9903.181821,9135.636367,8368.090912,7600.545458,6833.000003,6065.454549,5297.909094,4530.36364,3762.818185,2995.272731,2227.727276,1460.181822,692.6363675,-74.909087,-842.4545415,-1609.999996,-2377.545451,-3145.090905,-3912.63636,-4680.181814,-5447.727269,-6215.272723,-6982.818178,-7750.363632,-8517.909087,-9285.454541,-10053,-10820.54545,-11588.0909,-12355.63636
0,South Africa,"22.937506,-30.559482",ZAF,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410
2139.509091,Spain,"-3.74922,40.463667",ESP,138184,141353,144523,147692,150863,154031,157200,160370,163539,166709,169878,170489,171100,171711,172321,172932,174692,176452,178212,179973,181732.8,183493,185253.2,187392.7091,189532.2182,191671.7273,193811.2364,195950.7455,198090.2545,200229.7636,202369.2727,204508.7818,206648.2909,208787.8,210927.3091,213066.8182,215206.3273,217345.8364,219485.3455,221624.8545,223764.3636,225903.8727,228043.3818,230182.8909,232322.4,234461.9091,236601.4182,238740.9273,240880.4364,243019.9455,245159.4545,247298.9636,249438.4727,251577.9818,253717.4909,255857,257996.5091,260136.0182,262275.5273,264415.0364,266554.5455,268694.0545,270833.5636,272973.0727,275112.5818,277252.0909,279391.6,281531.1091,283670.6182,285810.1273,287949.6364,290089.1455,292228.6546,294368.1636,296507.6727,298647.1818,300786.6909,302926.2,305065.7091,307205.2182,309344.7273,311484.2364,313623.7455,315763.2546,317902.7636,320042.2727,322181.7818,324321.2909,326460.8,328600.3091,330739.8182,332879.3273,335018.8364,337158.3455,339297.8546,341437.3636,343576.8727,345716.3818,347855.8909,349995.4,352134.9091,354274.4182,356413.9273,358553.4364,360692.9455,362832.4546,364971.9636,367111.4727,369250.9818,371390.4909,373530,375669.5091,377809.0182,379948.5273,382088.0364,384227.5455,386367.0546,388506.5636,390646.0727,392785.5818,394925.0909,397064.6,399204.1091,401343.6182,403483.1273
-236,Sri Lanka,"80.771797,7.873054",LKA,23500,23232,22964,22696,22428,22160,21892,21624,21356,21088,20820,20522,20224,19926,19628,19330,19184,19038,18892,18746,18600,18454,18308,18072,17836,17600,17364,17128,16892,16656,16420,16184,15948,15712,15476,15240,15004,14768,14532,14296,14060,13824,13588,13352,13116,12880,12644,12408,12172,11936,11700,11464,11228,10992,10756,10520,10284,10048,9812,9576,9340,9104,8868,8632,8396,8160,7924,7688,7452,7216,6980,6744,6508,6272,6036,5800,5564,5328,5092,4856,4620,4384,4148,3912,3676,3440,3204,2968,2732,2496,2260,2024,1788,1552,1316,1080,844,608,372,136,-100,-336,-572,-808,-1044,-1280,-1516,-1752,-1988,-2224,-2460,-2696,-2932,-3168,-3404,-3640,-3876,-4112,-4348,-4584,-4820,-5056,-5292,-5528,-5764
0.709090909,Saint Vincent and the Grenadines,"-61.287228,12.984305",VCT,253,253.7,254.4,255.1,255.8,256.5,257.2,257.9,258.6,259.3,260,260.6,261.2,261.8,262.4,263,263.8,264.6,265.4,266.2,267,267.8,268.6,269.3090909,270.0181818,270.7272727,271.4363636,272.1454545,272.8545455,273.5636364,274.2727273,274.9818182,275.6909091,276.4,277.1090909,277.8181818,278.5272727,279.2363636,279.9454545,280.6545455,281.3636364,282.0727273,282.7818182,283.4909091,284.2,284.9090909,285.6181818,286.3272727,287.0363636,287.7454545,288.4545455,289.1636364,289.8727273,290.5818182,291.2909091,292,292.7090909,293.4181818,294.1272727,294.8363636,295.5454545,296.2545455,296.9636364,297.6727273,298.3818182,299.0909091,299.8,300.5090909,301.2181818,301.9272727,302.6363636,303.3454545,304.0545455,304.7636364,305.4727273,306.1818182,306.8909091,307.6,308.3090909,309.0181818,309.7272727,310.4363636,311.1454545,311.8545454,312.5636364,313.2727273,313.9818182,314.6909091,315.4,316.1090909,316.8181818,317.5272727,318.2363636,318.9454545,319.6545454,320.3636364,321.0727273,321.7818182,322.4909091,323.2,323.9090909,324.6181818,325.3272727,326.0363636,326.7454545,327.4545454,328.1636364,328.8727273,329.5818182,330.2909091,331,331.7090909,332.4181818,333.1272727,333.8363636,334.5454545,335.2545454,335.9636364,336.6727273,337.3818182,338.0909091,338.8,339.5090909,340.2181818,340.9272727
-34718.81818,Sudan,"30.217636,12.862807",SDN,763814,757923,752033,746142,740252,734362,728471,722581,716691,710800,704910,704368,703826,703284,702742,702200,701658,701116,700574,700032,699490,550752.1,0,-34718.81818,-69437.63636,-104156.4545,-138875.2727,-173594.0909,-208312.9091,-243031.7273,-277750.5454,-312469.3636,-347188.1818,-381907,-416625.8182,-451344.6363,-486063.4545,-520782.2727,-555501.0909,-590219.9091,-624938.7272,-659657.5454,-694376.3636,-729095.1818,-763814,-798532.8181,-833251.6363,-867970.4545,-902689.2727,-937408.0909,-972126.909,-1006845.727,-1041564.545,-1076283.364,-1111002.182,-1145721,-1180439.818,-1215158.636,-1249877.454,-1284596.273,-1319315.091,-1354033.909,-1388752.727,-1423471.545,-1458190.364,-1492909.182,-1527628,-1562346.818,-1597065.636,-1631784.454,-1666503.273,-1701222.091,-1735940.909,-1770659.727,-1805378.545,-1840097.364,-1874816.182,-1909535,-1944253.818,-1978972.636,-2013691.454,-2048410.273,-2083129.091,-2117847.909,-2152566.727,-2187285.545,-2222004.364,-2256723.182,-2291442,-2326160.818,-2360879.636,-2395598.454,-2430317.273,-2465036.091,-2499754.909,-2534473.727,-2569192.545,-2603911.364,-2638630.182,-2673349,-2708067.818,-2742786.636,-2777505.454,-2812224.273,-2846943.091,-2881661.909,-2916380.727,-2951099.545,-2985818.363,-3020537.182,-3055256,-3089974.818,-3124693.636,-3159412.454,-3194131.273,-3228850.091,-3263568.909,-3298287.727,-3333006.545,-3367725.363,-3402444.182,-3437163,-3471881.818,-3506600.636,-3541319.454
-11.45454545,Suriname,"-56.027783,3.919305",SUR,147760,147760,147760,147760,147760,147760,147760,147760,147760,147760,147760,147760,147760,147760,147760,147760,147724,147688,147652,147616,147580,147544,147508,147496.5455,147485.0909,147473.6364,147462.1818,147450.7273,147439.2727,147427.8182,147416.3636,147404.9091,147393.4545,147382,147370.5455,147359.0909,147347.6364,147336.1818,147324.7273,147313.2727,147301.8182,147290.3636,147278.9091,147267.4545,147256,147244.5455,147233.0909,147221.6364,147210.1818,147198.7273,147187.2727,147175.8182,147164.3636,147152.9091,147141.4545,147130,147118.5455,147107.0909,147095.6364,147084.1818,147072.7273,147061.2727,147049.8182,147038.3636,147026.9091,147015.4545,147004,146992.5455,146981.0909,146969.6364,146958.1818,146946.7273,146935.2727,146923.8182,146912.3636,146900.9091,146889.4545,146878,146866.5455,146855.0909,146843.6364,146832.1818,146820.7273,146809.2727,146797.8182,146786.3636,146774.9091,146763.4545,146752,146740.5455,146729.0909,146717.6364,146706.1818,146694.7273,146683.2727,146671.8182,146660.3636,146648.9091,146637.4545,146626,146614.5455,146603.0909,146591.6364,146580.1818,146568.7273,146557.2727,146545.8182,146534.3636,146522.9091,146511.4545,146500,146488.5455,146477.0909,146465.6364,146454.1818,146442.7273,146431.2727,146419.8182,146408.3636,146396.9091,146385.4545,146374,146362.5455,146351.0909,146339.6364
