Rate,Country Name,"longitude, latitude",Country Code,"""1990""","""1991""","""1992""","""1993""","""1994""","""1995""","""1996""","""1997""","""1998""","""1999""","""2000""","""2001""","""2002""","""2003""","""2004""","""2005""","""2006""","""2007""","""2008""","""2009""","""2010""","""2011""","""2012""","""2013""","""2014""","""2015""","""2016""","""2017""","""2018""","""2019""","""2020""","""2021""","""2022""","""2023""","""2024""","""2025""","""2026""","""2027""","""2028""","""2029""","""2030""","""2031""","""2032""","""2033""","""2034""","""2035""","""2036""","""2037""","""2038""","""2039""","""2040""","""2041""","""2042""","""2043""","""2044""","""2045""","""2046""","""2047""","""2048""","""2049""","""2050""","""2051""","""2052""","""2053""","""2054""","""2055""","""2056""","""2057""","""2058""","""2059""","""2060""","""2061""","""2062""","""2063""","""2064""","""2065""","""2066""","""2067""","""2068""","""2069""","""2070""","""2071""","""2072""","""2073""","""2074""","""2075""","""2076""","""2077""","""2078""","""2079""","""2080""","""2081""","""2082""","""2083""","""2084""","""2085""","""2086""","""2087""","""2088""","""2089""","""2090""","""2091""","""2092""","""2093""","""2094""","""2095""","""2096""","""2097""","""2098""","""2099""","""2100""","""2101""","""2102""","""2103""","""2104""","""2105""","""2106""","""2107""","""2108""","""2109""","""2110""","""2111""","""2112""","""2113""","""2114"""
81.90909091,C™te d'Ivoire,"-5.54708,7.539989",CIV,102220,102326,102432,102538,102644,102750,102856,102962,103068,103174,103280,103434,103588,103742,103896,104050,104046,104042,104038,104034,104030,104026,104022,104103.9091,104185.8182,104267.7273,104349.6364,104431.5455,104513.4545,104595.3636,104677.2727,104759.1818,104841.0909,104923,105004.9091,105086.8182,105168.7273,105250.6364,105332.5455,105414.4545,105496.3636,105578.2727,105660.1818,105742.0909,105824,105905.9091,105987.8182,106069.7273,106151.6364,106233.5455,106315.4545,106397.3636,106479.2727,106561.1818,106643.0909,106725,106806.9091,106888.8182,106970.7273,107052.6364,107134.5455,107216.4545,107298.3636,107380.2727,107462.1818,107544.0909,107626,107707.9091,107789.8182,107871.7273,107953.6364,108035.5455,108117.4545,108199.3636,108281.2727,108363.1818,108445.0909,108527,108608.9091,108690.8182,108772.7273,108854.6364,108936.5455,109018.4545,109100.3636,109182.2727,109264.1818,109346.0909,109428,109509.9091,109591.8182,109673.7273,109755.6364,109837.5455,109919.4545,110001.3636,110083.2727,110165.1818,110247.0909,110329,110410.9091,110492.8182,110574.7273,110656.6364,110738.5455,110820.4545,110902.3636,110984.2727,111066.1818,111148.0909,111230,111311.9091,111393.8182,111475.7273,111557.6364,111639.5455,111721.4545,111803.3636,111885.2727,111967.1818,112049.0909,112131,112212.9091,112294.8182,112376.7273
34.90909091,Croatia,"15.2,45.1",HRV,18500,0,18570,18605,18640,18675,18710,18745,18780,18815,18850,18886,18922,18958,18994,19030,19064,19098,19132,19166,19200,19234,19268,19302.90909,19337.81818,19372.72727,19407.63636,19442.54545,19477.45455,19512.36364,19547.27273,19582.18182,19617.09091,19652,19686.90909,19721.81818,19756.72727,19791.63636,19826.54545,19861.45455,19896.36364,19931.27273,19966.18182,20001.09091,20036,20070.90909,20105.81818,20140.72727,20175.63636,20210.54545,20245.45455,20280.36364,20315.27273,20350.18182,20385.09091,20420,20454.90909,20489.81818,20524.72727,20559.63636,20594.54545,20629.45455,20664.36364,20699.27273,20734.18182,20769.09091,20804,20838.90909,20873.81818,20908.72727,20943.63636,20978.54545,21013.45455,21048.36364,21083.27273,21118.18182,21153.09091,21188,21222.90909,21257.81818,21292.72727,21327.63636,21362.54545,21397.45455,21432.36364,21467.27273,21502.18182,21537.09091,21572,21606.90909,21641.81818,21676.72727,21711.63636,21746.54545,21781.45455,21816.36364,21851.27273,21886.18182,21921.09091,21956,21990.90909,22025.81818,22060.72727,22095.63636,22130.54545,22165.45455,22200.36364,22235.27273,22270.18182,22305.09091,22340,22374.90909,22409.81818,22444.72727,22479.63636,22514.54545,22549.45455,22584.36364,22619.27273,22654.18182,22689.09091,22724,22758.90909,22793.81818,22828.72727
400.5454545,Cuba,"-77.781167,21.521757",CUB,20580,20957,21334,21711,22088,22465,22842,23219,23596,23973,24350,24874,25398,25922,26446,26970,27316,27662,28008,28354,28700,29046,29392,29792.54545,30193.09091,30593.63636,30994.18182,31394.72727,31795.27273,32195.81818,32596.36364,32996.90909,33397.45455,33798,34198.54545,34599.09091,34999.63636,35400.18182,35800.72727,36201.27273,36601.81818,37002.36364,37402.90909,37803.45454,38204,38604.54545,39005.09091,39405.63636,39806.18182,40206.72727,40607.27273,41007.81818,41408.36364,41808.90909,42209.45454,42610,43010.54545,43411.09091,43811.63636,44212.18182,44612.72727,45013.27273,45413.81818,45814.36363,46214.90909,46615.45454,47016,47416.54545,47817.09091,48217.63636,48618.18182,49018.72727,49419.27273,49819.81818,50220.36363,50620.90909,51021.45454,51422,51822.54545,52223.09091,52623.63636,53024.18182,53424.72727,53825.27272,54225.81818,54626.36363,55026.90909,55427.45454,55828,56228.54545,56629.09091,57029.63636,57430.18182,57830.72727,58231.27272,58631.81818,59032.36363,59432.90909,59833.45454,60234,60634.54545,61035.09091,61435.63636,61836.18181,62236.72727,62637.27272,63037.81818,63438.36363,63838.90909,64239.45454,64640,65040.54545,65441.09091,65841.63636,66242.18181,66642.72727,67043.27272,67443.81818,67844.36363,68244.90909,68645.45454,69046,69446.54545,69847.0909,70247.63636
5.55,Cyprus,"33.429859,35.126413",CYP,1611,1621.6,1632.1,1642.6,1653.1,1663.6,1674.1,1684.6,1695.1,1705.6,1716.1,1718.6,1721.1,1723.5,1726,1728.5,1729.2,1729.8,1730.5,1731.2,1731.8,1732.5,1733.1,1738.65,1744.2,1749.75,1755.3,1760.85,1766.4,1771.95,1777.5,1783.05,1788.6,1794.15,1799.7,1805.25,1810.8,1816.35,1821.9,1827.45,1833,1838.55,1844.1,1849.65,1855.2,1860.75,1866.3,1871.85,1877.4,1882.95,1888.5,1894.05,1899.6,1905.15,1910.7,1916.25,1921.8,1927.35,1932.9,1938.45,1944,1949.55,1955.1,1960.65,1966.2,1971.75,1977.3,1982.85,1988.4,1993.95,1999.5,2005.05,2010.6,2016.15,2021.7,2027.25,2032.8,2038.35,2043.9,2049.45,2055,2060.55,2066.1,2071.65,2077.2,2082.75,2088.3,2093.85,2099.4,2104.95,2110.5,2116.05,2121.6,2127.15,2132.7,2138.25,2143.8,2149.35,2154.9,2160.45,2166,2171.55,2177.1,2182.65,2188.2,2193.75,2199.3,2204.85,2210.4,2215.95,2221.5,2227.05,2232.6,2238.15,2243.7,2249.25,2254.8,2260.35,2265.9,2271.45,2277,2282.55,2288.1,2293.65,2299.2
14.54545455,Czech Republic,"15.472962,49.817492",CZE,26290,0,0,26314,26322,26330,26338,26346,26354,26362,26370,26390,26410,26430,26450,26470,26490,26510,26530,26550,26570,26590,26610,26624.54545,26639.09091,26653.63636,26668.18182,26682.72727,26697.27273,26711.81818,26726.36364,26740.90909,26755.45455,26770,26784.54545,26799.09091,26813.63636,26828.18182,26842.72727,26857.27273,26871.81818,26886.36364,26900.90909,26915.45455,26930,26944.54545,26959.09091,26973.63636,26988.18182,27002.72727,27017.27273,27031.81818,27046.36364,27060.90909,27075.45455,27090,27104.54545,27119.09091,27133.63636,27148.18182,27162.72727,27177.27273,27191.81818,27206.36364,27220.90909,27235.45455,27250,27264.54545,27279.09091,27293.63636,27308.18182,27322.72727,27337.27273,27351.81818,27366.36364,27380.90909,27395.45455,27410,27424.54545,27439.09091,27453.63636,27468.18182,27482.72727,27497.27273,27511.81818,27526.36364,27540.90909,27555.45455,27570,27584.54545,27599.09091,27613.63636,27628.18182,27642.72727,27657.27273,27671.81818,27686.36364,27700.90909,27715.45455,27730,27744.54545,27759.09091,27773.63636,27788.18182,27802.72727,27817.27273,27831.81818,27846.36364,27860.90909,27875.45455,27890,27904.54545,27919.09091,27933.63636,27948.18182,27962.72727,27977.27273,27991.81818,28006.36364,28020.90909,28035.45455,28050,28064.54546,28079.09091,28093.63636
46.81818182,Denmark,"9.501785,56.26392",DNK,4450,4491,4532,4573,4614,4655,4696,4737,4778,4819,4860,4956,5052,5148,5244,5340,5360,5380,5400,5420,5440,5460,5480,5526.818182,5573.636364,5620.454545,5667.272727,5714.090909,5760.909091,5807.727273,5854.545455,5901.363636,5948.181818,5995,6041.818182,6088.636364,6135.454545,6182.272727,6229.090909,6275.909091,6322.727273,6369.545455,6416.363636,6463.181818,6510,6556.818182,6603.636364,6650.454546,6697.272727,6744.090909,6790.909091,6837.727273,6884.545455,6931.363636,6978.181818,7025,7071.818182,7118.636364,7165.454546,7212.272727,7259.090909,7305.909091,7352.727273,7399.545455,7446.363636,7493.181818,7540,7586.818182,7633.636364,7680.454546,7727.272727,7774.090909,7820.909091,7867.727273,7914.545455,7961.363636,8008.181818,8055,8101.818182,8148.636364,8195.454546,8242.272727,8289.090909,8335.909091,8382.727273,8429.545455,8476.363636,8523.181818,8570,8616.818182,8663.636364,8710.454546,8757.272727,8804.090909,8850.909091,8897.727273,8944.545455,8991.363636,9038.181818,9085,9131.818182,9178.636364,9225.454546,9272.272727,9319.090909,9365.909091,9412.727273,9459.545455,9506.363637,9553.181818,9600,9646.818182,9693.636364,9740.454546,9787.272727,9834.090909,9880.909091,9927.727273,9974.545455,10021.36364,10068.18182,10115,10161.81818,10208.63636,10255.45455
0,Djibouti,"42.590275,11.825138",DJI,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
-2.681818182,Dominica,"-61.370976,15.414999",DMA,500,497,495,492,489,487,484,481,479,476,473,471,468,465,463,460,457,455,452,449.3,446.6,443.9,441,438.3181818,435.6363636,432.9545455,430.2727273,427.5909091,424.9090909,422.2272727,419.5454545,416.8636364,414.1818182,411.5,408.8181818,406.1363636,403.4545455,400.7727273,398.0909091,395.4090909,392.7272727,390.0454545,387.3636364,384.6818182,382,379.3181818,376.6363636,373.9545455,371.2727273,368.5909091,365.9090909,363.2272727,360.5454545,357.8636364,355.1818182,352.5,349.8181818,347.1363636,344.4545454,341.7727273,339.0909091,336.4090909,333.7272727,331.0454545,328.3636364,325.6818182,323,320.3181818,317.6363636,314.9545454,312.2727273,309.5909091,306.9090909,304.2272727,301.5454545,298.8636364,296.1818182,293.5,290.8181818,288.1363636,285.4545454,282.7727273,280.0909091,277.4090909,274.7272727,272.0454545,269.3636364,266.6818182,264,261.3181818,258.6363636,255.9545454,253.2727273,250.5909091,247.9090909,245.2272727,242.5454545,239.8636364,237.1818182,234.5,231.8181818,229.1363636,226.4545454,223.7727273,221.0909091,218.4090909,215.7272727,213.0454545,210.3636363,207.6818182,205,202.3181818,199.6363636,196.9545454,194.2727273,191.5909091,188.9090909,186.2272727,183.5454545,180.8636363,178.1818182,175.5,172.8181818,170.1363636,167.4545454
0,Dominican Republic,"-70.162651,18.735693",DOM,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720,19720
-1976,Ecuador,"-78.183406,-1.831239",ECU,138170,136194,134218,132242,130266,128290,126314,124338,122362,120386,118410,116434,114458,112482,110506,108530,106554,104578,102602,100626,98650,96674,94698,92722,90746,88770,86794,84818,82842,80866,78890,76914,74938,72962,70986,69010,67034,65058,63082,61106,59130,57154,55178,53202,51226,49250,47274,45298,43322,41346,39370,37394,35418,33442,31466,29490,27514,25538,23562,21586,19610,17634,15658,13682,11706,9730,7754,5778,3802,1826,-150,-2126,-4102,-6078,-8054,-10030,-12006,-13982,-15958,-17934,-19910,-21886,-23862,-25838,-27814,-29790,-31766,-33742,-35718,-37694,-39670,-41646,-43622,-45598,-47574,-49550,-51526,-53502,-55478,-57454,-59430,-61406,-63382,-65358,-67334,-69310,-71286,-73262,-75238,-77214,-79190,-81166,-83142,-85118,-87094,-89070,-91046,-93022,-94998,-96974,-98950,-100926,-102902,-104878,-106854
12.36363636,Egypt,"30.802498,26.820553",EGY,440,455,470,485,500,515,530,545,560,575,590,606,622,638,654,670,676,682,688,694,700,706,712,724.3636364,736.7272727,749.0909091,761.4545454,773.8181818,786.1818182,798.5454545,810.9090909,823.2727272,835.6363636,848,860.3636363,872.7272727,885.090909,897.4545454,909.8181818,922.1818181,934.5454545,946.9090908,959.2727272,971.6363636,983.9999999,996.3636363,1008.727273,1021.090909,1033.454545,1045.818182,1058.181818,1070.545454,1082.909091,1095.272727,1107.636364,1120,1132.363636,1144.727273,1157.090909,1169.454545,1181.818182,1194.181818,1206.545454,1218.909091,1231.272727,1243.636363,1256,1268.363636,1280.727273,1293.090909,1305.454545,1317.818182,1330.181818,1342.545454,1354.909091,1367.272727,1379.636363,1392,1404.363636,1416.727273,1429.090909,1441.454545,1453.818182,1466.181818,1478.545454,1490.909091,1503.272727,1515.636363,1528,1540.363636,1552.727272,1565.090909,1577.454545,1589.818182,1602.181818,1614.545454,1626.909091,1639.272727,1651.636363,1664,1676.363636,1688.727272,1701.090909,1713.454545,1725.818182,1738.181818,1750.545454,1762.909091,1775.272727,1787.636363,1800,1812.363636,1824.727272,1837.090909,1849.454545,1861.818181,1874.181818,1886.545454,1898.909091,1911.272727,1923.636363,1936,1948.363636,1960.727272,1973.090909
-44.90909091,El Salvador,"-88.89653,13.794185",SLV,3770,3725,3680,3635,3590,3545,3500,3455,3410,3365,3320,3274,3228,3182,3136,3090,3046,3002,2958,2914,2870,2826,2782,2737.090909,2692.181818,2647.272727,2602.363636,2557.454545,2512.545455,2467.636364,2422.727273,2377.818182,2332.909091,2288,2243.090909,2198.181818,2153.272727,2108.363636,2063.454545,2018.545455,1973.636364,1928.727273,1883.818182,1838.909091,1794,1749.090909,1704.181818,1659.272727,1614.363636,1569.454545,1524.545455,1479.636364,1434.727273,1389.818182,1344.909091,1300,1255.090909,1210.181818,1165.272727,1120.363636,1075.454545,1030.545455,985.6363636,940.7272727,895.8181818,850.9090909,806,761.090909,716.1818181,671.2727272,626.3636363,581.4545454,536.5454545,491.6363636,446.7272727,401.8181818,356.9090909,311.9999999,267.090909,222.1818181,177.2727272,132.3636363,87.4545454,42.54545449,-2.36363642,-47.27272733,-92.18181824,-137.0909092,-182.0000001,-226.909091,-271.8181819,-316.7272728,-361.6363637,-406.5454546,-451.4545455,-496.3636364,-541.2727273,-586.1818183,-631.0909092,-676.0000001,-720.909091,-765.8181819,-810.7272728,-855.6363637,-900.5454546,-945.4545455,-990.3636364,-1035.272727,-1080.181818,-1125.090909,-1170,-1214.909091,-1259.818182,-1304.727273,-1349.636364,-1394.545455,-1439.454546,-1484.363636,-1529.272727,-1574.181818,-1619.090909,-1664,-1708.909091,-1753.818182,-1798.727273
-117.0909091,Equatorial Guinea,"10.267895,1.650801",GNQ,18600,18483,18366,18249,18132,18015,17898,17781,17664,17547,17430,17314,17198,17082,16966,16850,16732,16614,16496,16378,16260,16142,16024,15906.90909,15789.81818,15672.72727,15555.63636,15438.54545,15321.45455,15204.36364,15087.27273,14970.18182,14853.09091,14736,14618.90909,14501.81818,14384.72727,14267.63636,14150.54545,14033.45455,13916.36364,13799.27273,13682.18182,13565.09091,13448,13330.90909,13213.81818,13096.72727,12979.63636,12862.54545,12745.45455,12628.36364,12511.27273,12394.18182,12277.09091,12160,12042.90909,11925.81818,11808.72727,11691.63636,11574.54545,11457.45455,11340.36364,11223.27273,11106.18182,10989.09091,10872,10754.90909,10637.81818,10520.72727,10403.63636,10286.54545,10169.45455,10052.36364,9935.272727,9818.181818,9701.090909,9584,9466.90909,9349.818181,9232.727272,9115.636363,8998.545454,8881.454545,8764.363636,8647.272727,8530.181818,8413.090909,8295.999999,8178.90909,8061.818181,7944.727272,7827.636363,7710.545454,7593.454545,7476.363636,7359.272727,7242.181818,7125.090908,7007.999999,6890.90909,6773.818181,6656.727272,6539.636363,6422.545454,6305.454545,6188.363636,6071.272727,5954.181817,5837.090908,5719.999999,5602.90909,5485.818181,5368.727272,5251.636363,5134.545454,5017.454545,4900.363636,4783.272726,4666.181817,4549.090908,4431.999999,4314.90909,4197.818181,4080.727272
-44.45454545,Eritrea,"39.782334,15.179384",ERI,16210,0,0,16075,16030,15985,15940,15895,15850,15805,15760,15716,15672,15628,15584,15540,15496,15452,15408,15364,15320,15276,15232,15187.54545,15143.09091,15098.63636,15054.18182,15009.72727,14965.27273,14920.81818,14876.36364,14831.90909,14787.45455,14743,14698.54545,14654.09091,14609.63636,14565.18182,14520.72727,14476.27273,14431.81818,14387.36364,14342.90909,14298.45455,14254,14209.54545,14165.09091,14120.63636,14076.18182,14031.72727,13987.27273,13942.81818,13898.36364,13853.90909,13809.45455,13765,13720.54545,13676.09091,13631.63636,13587.18182,13542.72727,13498.27273,13453.81818,13409.36364,13364.90909,13320.45455,13276,13231.54545,13187.09091,13142.63636,13098.18182,13053.72727,13009.27273,12964.81818,12920.36364,12875.90909,12831.45455,12787,12742.54545,12698.09091,12653.63636,12609.18182,12564.72727,12520.27273,12475.81818,12431.36364,12386.90909,12342.45455,12298,12253.54545,12209.09091,12164.63636,12120.18182,12075.72727,12031.27273,11986.81818,11942.36364,11897.90909,11853.45455,11809,11764.54545,11720.09091,11675.63636,11631.18182,11586.72727,11542.27273,11497.81818,11453.36364,11408.90909,11364.45455,11320,11275.54545,11231.09091,11186.63636,11142.18182,11097.72727,11053.27273,11008.81818,10964.36364,10919.90909,10875.45455,10831,10786.54546,10742.09091,10697.63636
48.18181818,Estonia,"25.013607,58.595272",EST,20900,0,21206,21359,21512,21665,21818,21971,22124,22277,22430,22448,22466,22484,22502,22520,22450,22380,22310,22240,22170,22100,21960,22008.18182,22056.36364,22104.54545,22152.72727,22200.90909,22249.09091,22297.27273,22345.45455,22393.63636,22441.81818,22490,22538.18182,22586.36364,22634.54545,22682.72727,22730.90909,22779.09091,22827.27273,22875.45455,22923.63636,22971.81818,23020,23068.18182,23116.36364,23164.54545,23212.72727,23260.90909,23309.09091,23357.27273,23405.45455,23453.63636,23501.81818,23550,23598.18182,23646.36364,23694.54545,23742.72727,23790.90909,23839.09091,23887.27273,23935.45455,23983.63636,24031.81818,24080,24128.18182,24176.36364,24224.54545,24272.72727,24320.90909,24369.09091,24417.27273,24465.45455,24513.63636,24561.81818,24610,24658.18182,24706.36364,24754.54545,24802.72727,24850.90909,24899.09091,24947.27273,24995.45455,25043.63636,25091.81818,25140,25188.18182,25236.36364,25284.54545,25332.72727,25380.90909,25429.09091,25477.27273,25525.45455,25573.63636,25621.81818,25670,25718.18182,25766.36364,25814.54545,25862.72727,25910.90909,25959.09091,26007.27273,26055.45455,26103.63636,26151.81818,26200,26248.18182,26296.36364,26344.54545,26392.72727,26440.90909,26489.09091,26537.27273,26585.45455,26633.63636,26681.81818,26730,26778.18182,26826.36364,26874.54545
-2145.727273,Ethiopia,"40.489673,9.145",ETH,167350,165896,164442,146913,145504,144095,142686,141277,139868,138459,137050,135640,134230,132820,131410,130000,128590,127180,125776,124368,122960,121552,120144,117998.2727,115852.5455,113706.8182,111561.0909,109415.3636,107269.6364,105123.9091,102978.1818,100832.4545,98686.72727,96541,94395.27272,92249.54545,90103.81818,87958.09091,85812.36363,83666.63636,81520.90909,79375.18181,77229.45454,75083.72727,72937.99999,70792.27272,68646.54545,66500.81818,64355.0909,62209.36363,60063.63636,57917.90908,55772.18181,53626.45454,51480.72726,49334.99999,47189.27272,45043.54545,42897.81817,40752.0909,38606.36363,36460.63635,34314.90908,32169.18181,30023.45453,27877.72726,25731.99999,23586.27272,21440.54544,19294.81817,17149.0909,15003.36362,12857.63635,10711.90908,8566.181804,6420.454531,4274.727258,2128.999985,-16.727288,-2162.454561,-4308.181834,-6453.909107,-8599.63638,-10745.36365,-12891.09093,-15036.8182,-17182.54547,-19328.27274,-21474.00002,-23619.72729,-25765.45456,-27911.18184,-30056.90911,-32202.63638,-34348.36366,-36494.09093,-38639.8182,-40785.54547,-42931.27275,-45077.00002,-47222.72729,-49368.45457,-51514.18184,-53659.90911,-55805.63639,-57951.36366,-60097.09093,-62242.8182,-64388.54548,-66534.27275,-68680.00002,-70825.7273,-72971.45457,-75117.18184,-77262.90912,-79408.63639,-81554.36366,-83700.09093,-85845.81821,-87991.54548,-90137.27275,-92283.00003,-94428.7273,-96574.45457,-98720.18185
0,Faroe Islands,"-6.911806,61.892635",FRO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30.86363636,Fiji,"179.414413,-16.578193",FJI,9529,9556.5,9584.1,9611.6,9639.2,9666.7,9694.2,9721.8,9749.3,9776.9,9804.4,9838,9871.7,9905.3,9939,9972.6,10006.2,10039.9,10073.5,10107.2,10140.8,10174,10208,10238.86364,10269.72727,10300.59091,10331.45455,10362.31818,10393.18182,10424.04545,10454.90909,10485.77273,10516.63636,10547.5,10578.36364,10609.22727,10640.09091,10670.95455,10701.81818,10732.68182,10763.54545,10794.40909,10825.27273,10856.13636,10887,10917.86364,10948.72727,10979.59091,11010.45455,11041.31818,11072.18182,11103.04545,11133.90909,11164.77273,11195.63636,11226.5,11257.36364,11288.22727,11319.09091,11349.95455,11380.81818,11411.68182,11442.54545,11473.40909,11504.27273,11535.13636,11566,11596.86364,11627.72727,11658.59091,11689.45455,11720.31818,11751.18182,11782.04545,11812.90909,11843.77273,11874.63636,11905.5,11936.36364,11967.22727,11998.09091,12028.95455,12059.81818,12090.68182,12121.54545,12152.40909,12183.27273,12214.13636,12245,12275.86364,12306.72727,12337.59091,12368.45455,12399.31818,12430.18182,12461.04545,12491.90909,12522.77273,12553.63636,12584.5,12615.36364,12646.22727,12677.09091,12707.95455,12738.81818,12769.68182,12800.54545,12831.40909,12862.27273,12893.13636,12924,12954.86364,12985.72727,13016.59091,13047.45455,13078.31818,13109.18182,13140.04545,13170.90909,13201.77273,13232.63636,13263.5,13294.36364,13325.22727,13356.09091
121.8181818,Finland,"25.748151,61.92411",FIN,218890,219460,220030,220600,221170,221740,222310,222880,223450,224020,224590,223986,223382,222778,222174,221570,221570,221570,221570,221570,221570,221570,221570,221691.8182,221813.6364,221935.4545,222057.2727,222179.0909,222300.9091,222422.7273,222544.5455,222666.3636,222788.1818,222910,223031.8182,223153.6364,223275.4545,223397.2727,223519.0909,223640.9091,223762.7273,223884.5455,224006.3636,224128.1818,224250,224371.8182,224493.6364,224615.4545,224737.2727,224859.0909,224980.9091,225102.7273,225224.5455,225346.3636,225468.1818,225590,225711.8182,225833.6364,225955.4545,226077.2727,226199.0909,226320.9091,226442.7273,226564.5455,226686.3636,226808.1818,226930,227051.8182,227173.6364,227295.4545,227417.2727,227539.0909,227660.9091,227782.7273,227904.5455,228026.3636,228148.1818,228270,228391.8182,228513.6364,228635.4545,228757.2727,228879.0909,229000.9091,229122.7273,229244.5455,229366.3636,229488.1818,229610,229731.8182,229853.6364,229975.4545,230097.2727,230219.0909,230340.9091,230462.7273,230584.5455,230706.3636,230828.1818,230950,231071.8182,231193.6364,231315.4545,231437.2727,231559.0909,231680.9091,231802.7273,231924.5455,232046.3636,232168.1818,232290,232411.8182,232533.6364,232655.4545,232777.2727,232899.0909,233020.9091,233142.7273,233264.5455,233386.3636,233508.1818,233630,233751.8182,233873.6364,233995.4545
687.7272727,France,"2.213749,46.227638",FRA,145370,146186,147002,147818,148634,149450,150266,151082,151898,152714,153530,154252,154974,155696,156418,157140,157620,158100,158580,159060,159540,160020,160500,161187.7273,161875.4545,162563.1818,163250.9091,163938.6364,164626.3636,165314.0909,166001.8182,166689.5455,167377.2727,168065,168752.7273,169440.4545,170128.1818,170815.9091,171503.6364,172191.3636,172879.0909,173566.8182,174254.5455,174942.2727,175630,176317.7273,177005.4545,177693.1818,178380.9091,179068.6364,179756.3636,180444.0909,181131.8182,181819.5455,182507.2727,183195,183882.7273,184570.4545,185258.1818,185945.9091,186633.6364,187321.3636,188009.0909,188696.8182,189384.5455,190072.2727,190760,191447.7273,192135.4545,192823.1818,193510.9091,194198.6364,194886.3636,195574.0909,196261.8182,196949.5455,197637.2727,198325,199012.7273,199700.4545,200388.1818,201075.9091,201763.6364,202451.3636,203139.0909,203826.8182,204514.5455,205202.2727,205890,206577.7273,207265.4545,207953.1818,208640.9091,209328.6364,210016.3636,210704.0909,211391.8182,212079.5455,212767.2727,213455,214142.7273,214830.4545,215518.1818,216205.9091,216893.6364,217581.3636,218269.0909,218956.8182,219644.5455,220332.2727,221020,221707.7273,222395.4545,223083.1818,223770.9091,224458.6364,225146.3636,225834.0909,226521.8182,227209.5455,227897.2727,228585,229272.7273,229960.4545,230648.1818
50,French Polynesia,"-149.406843,-17.679742",PYF,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500,1550,1600,1650,1700,1750,1800,1850,1900,1950,2000,2050,2100,2150,2200,2250,2300,2350,2400,2450,2500,2550,2600,2650,2700,2750,2800,2850,2900,2950,3000,3050,3100,3150,3200,3250,3300,3350,3400,3450,3500,3550,3600,3650,3700,3750,3800,3850,3900,3950,4000,4050,4100,4150,4200,4250,4300,4350,4400,4450,4500,4550,4600,4650,4700,4750,4800,4850,4900,4950,5000,5050,5100,5150,5200,5250,5300,5350,5400,5450,5500,5550,5600,5650,5700,5750,5800,5850,5900,5950,6000,6050,6100,6150,6200,6250,6300,6350,6400,6450,6500,6550,6600,6650,6700,6750
0,Gabon,"11.609444,-0.803689",GAB,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000
