"Country Name","Coordinates","Longitude","Latitude","Country Code","Indicator Name","Indicator Code",1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"Liechtenstein","9.555373,47.166",9.555373,47.166,"LIE","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.625,40.625,41.25,41.25,41.875,41.875,41.875,42.5,42.5,43.125,43.125,43.125,43.125,43.125,43.125,43.125,43.125,43.125,43.125,43.125,43.125,43.125,43.125,,
"Liechtenstein","9.555373,47.166",9.555373,47.166,"LIE","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lithuania","23.881275,55.169438",23.881275,55.169438,"LTU","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.03063178,,31.26994257,31.38959796,31.50925335,31.62890874,31.74856414,31.86821953,31.98787492,32.10753031,32.22718571,32.54945756,32.87172942,33.19400128,33.51627313,33.83854499,33.9629866,34.08742821,34.21459912,34.33905066,34.46350219,34.5885056,34.71295912,,
"Lithuania","23.881275,55.169438",23.881275,55.169438,"LTU","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.985945298,4.750772617,4.746758126,4.46514675,4.367884612,4.290482015,4.563434349,3.885259168,3.4862076,3.722131498,3.837334853,3.781659885,3.947068099,4.211634033,4.371365075,4.68461737,4.726167059,3.976650028,4.378214835,,,,
"Low & middle income","23.881275,55.169438",23.881275,55.169438,"LMY","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.38170152,31.84764057,30.15611318,30.03225057,29.91104829,29.78722503,29.66337162,29.53955217,29.426442,29.30269838,29.18487522,29.11326663,29.02889286,28.95828208,28.88810563,28.81873761,28.746429,28.67429483,28.60213552,28.53047652,28.45822813,28.19685097,28.29490093,,
"Low & middle income","23.881275,55.169438",23.881275,55.169438,"LMY","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",0.777705145,0.731453723,0.739376347,0.760245842,0.802039527,0.842930452,0.809619531,0.864523858,0.93410013,1.049034166,1.114129187,1.145846866,1.198846378,1.212815917,1.274695144,1.324808752,1.397887831,1.476592114,1.506444816,1.485385971,1.464906015,1.520379586,1.547250408,1.593850826,1.655968145,1.695326852,1.754619711,1.819223067,1.836427949,1.807122269,1.845329506,1.877822654,1.891655961,1.900736959,1.95295506,1.990413709,1.967768521,1.885203487,1.894827117,1.91834581,1.939333328,1.970933551,2.164915712,2.34646089,2.452616588,2.589301261,2.69185763,2.784074807,2.88694811,2.997417578,,,,
"Low income","23.881275,55.169438",23.881275,55.169438,"LIC","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.60996399,31.78781309,31.31594854,31.11605221,30.91615587,30.71625953,30.5163632,30.31646686,30.11657052,29.91667419,29.71607784,29.53097953,29.03150652,28.84889892,28.6665199,28.4840244,28.3089759,28.13404214,27.95963247,27.78482208,27.61006649,27.43518236,27.54446477,,
"Low income","23.881275,55.169438",23.881275,55.169438,"LIC","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",,,,,,,,,,,,,,,,,,0.468535458,0.470252636,0.479146422,0.467057674,0.453752917,0.473402064,0.48921336,0.506096705,0.534869025,0.574733557,0.624932072,0.639675806,0.644504391,0.639714668,0.637145483,0.63059385,0.61055616,0.606097542,0.59759926,0.545596199,0.255322054,0.268640267,0.274723305,0.273472448,0.261016678,0.260220351,0.272888248,0.272988514,0.290421043,0.272585868,0.272865661,0.280141264,0.280581426,,,,
"Lower middle income","23.881275,55.169438",23.881275,55.169438,"LMC","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.41749433,31.42661045,30.02226488,29.82348509,29.63471307,29.43602072,29.23729488,29.03859214,28.83988488,28.64118224,28.46224178,28.38704388,28.53412705,28.45910225,28.38546506,28.30942263,28.19150004,28.07368403,27.95582701,27.83797772,27.72017435,26.88231486,27.00544236,,
"Lower middle income","23.881275,55.169438",23.881275,55.169438,"LMC","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",0.40390287,0.423833823,0.448415467,0.454085903,0.492171354,0.50497159,0.500559514,0.541781383,0.547546714,0.581729478,0.60690497,0.624735727,0.654477744,0.669646144,0.681706802,0.700718895,0.783377571,0.789271153,0.834918841,0.840141409,0.867368874,0.892679645,0.910635199,0.929125126,0.971277228,1.000349323,1.024149529,1.077141945,1.077755636,1.11288056,1.171621026,1.245069339,1.196414906,1.142845287,1.147818801,1.186949259,1.176220461,1.147963978,1.186849215,1.226664024,1.232393591,1.242133022,1.289319101,1.32406533,1.344074404,1.373843921,1.434035431,1.522797868,1.556923226,1.56530962,,,,
"Luxembourg","6.129583,49.815273",6.129583,49.815273,"LUX","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.51351351,33.51351351,33.51351351,33.51351351,33.51351351,33.51351351,33.51351351,33.51351351,33.49420849,33.49420849,33.49420849,33.49420849,33.49420849,,
"Luxembourg","6.129583,49.815273",6.129583,49.815273,"LUX","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",36.58377756,36.01262666,35.32358531,37.54828986,36.81380392,34.80352506,33.91204645,36.53351794,39.0929363,40.53289639,38.55254205,38.93410271,40.43169639,40.5895226,32.99738125,32.82430121,30.24053709,32.7288616,33.41022885,30.28056845,25.81383257,24.23766363,22.67666333,24.39670435,24.99959095,24.45960826,23.35208901,23.90988084,25.613572,26.19765877,27.42195866,26.93855294,27.14211963,25.29153813,20.35302784,20.37000905,18.92729765,17.32046621,17.85476973,18.88551226,19.93273314,21.1057455,21.93071098,24.5990264,24.81676334,24.02837484,22.64405523,22.08529827,20.58982529,21.36026614,,,,
"Macao SAR, China","6.129583,49.815273",6.129583,49.815273,"MAC","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China","6.129583,49.815273",6.129583,49.815273,"MAC","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",0.397824535,0.526678636,0.563546949,0.649772432,0.638016529,0.693249044,0.726113052,0.711351205,0.687627899,0.818145237,0.89551404,0.908522821,0.884680338,1.06841349,1.196661738,1.028904296,1.263813498,1.709042391,1.704718336,2.14447928,2.122358855,1.855136229,2.510589898,2.132938746,2.475845818,2.834215105,3.011746292,2.870710697,2.95702893,2.874599358,2.9575462,2.873040956,3.085666202,3.275920599,3.119801535,3.492975611,3.640024658,3.738709677,3.602804573,3.786653145,3.85048393,3.434587414,3.408998227,3.766627703,3.924321103,3.400974973,2.847615398,2.348195568,2.495672112,1.92737914,,,,
"Macedonia, FYR","21.745275,41.608635",21.745275,41.608635,"MKD","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.86315376,,36.22493118,36.4058199,36.58670861,36.76759733,36.94848604,37.12937475,37.31026347,37.49115218,37.6720409,37.80574125,37.9394416,38.07314196,38.20684231,38.34054267,38.52143138,39.00911613,39.19143876,39.38937351,39.57176844,39.75416336,39.93655829,,
"Macedonia, FYR","21.745275,41.608635",21.745275,41.608635,"MKD","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.407365986,5.225338669,5.317459269,5.510717011,5.944558722,5.339342979,6.271608158,5.762336648,5.878982267,5.810099085,5.271296701,5.434769947,5.365840608,5.3968682,5.22430785,5.427164198,5.645250621,5.430955489,5.171997074,,,,
"Madagascar","46.869107,-18.766947",46.869107,-18.766947,"MDG","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.54438216,23.44636654,23.34835093,23.25033532,23.1523197,23.05430409,22.95628848,22.85827286,22.76025725,22.66224163,22.56422602,22.46655432,22.36888262,22.27121092,22.17353922,22.07586752,21.97785191,21.8798363,21.78182068,21.68380507,21.58578946,21.48777384,21.38038312,,
"Madagascar","46.869107,-18.766947",46.869107,-18.766947,"MDG","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",0.068094335,0.07398844,0.084212917,0.086046133,0.096613424,0.097901339,0.138895339,0.146498695,0.132919321,0.147766199,0.151879665,0.185133213,0.150219836,0.161421774,0.223628345,0.127410591,0.105468171,0.123284325,0.131888521,0.184471165,0.11429406,0.109763117,0.070144044,0.098900574,0.1083812,0.114678955,0.125664328,0.122033798,0.086393633,0.085435789,0.09030147,0.085217189,0.084686453,0.100956889,0.09758658,0.101694951,0.118742384,0.117520568,0.126134972,0.119012988,0.107283198,0.073839439,0.098664011,0.101772992,0.095231683,0.08940517,0.09370517,0.097532542,0.088921064,0.09550416,,,,
"Malawi","34.301525,-13.254308",34.301525,-13.254308,"MWI","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.32371659,40.97475605,40.6257955,40.27683496,39.92787442,39.57891387,39.22995333,38.88099279,38.53203224,38.1830717,37.83411116,37.48408994,37.13406873,36.78404752,36.4340263,36.08400509,35.73398388,35.38396266,35.03394145,34.68392024,34.33389902,33.98387781,33.6338566,,
"Malawi","34.301525,-13.254308",34.301525,-13.254308,"MWI","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",,,,0.085120069,0.087661929,0.105317252,0.087782988,0.090681989,0.086608723,0.100382604,0.107663548,0.11354083,0.115166839,0.107223999,0.109327767,0.106420206,0.112568448,0.114474213,0.105412907,0.114064145,0.094481767,0.090566939,0.085530289,0.080103727,0.076726897,0.07221298,0.06704053,0.062704148,0.062019922,0.064822804,0.068346753,0.067257282,0.070716132,0.07295485,0.073236475,0.070065589,0.072957526,0.07745122,0.090570284,0.08000259,0.077926186,0.074097715,0.078201439,0.077604816,0.070929827,0.071645124,0.069522884,0.081700954,0.072719304,0.082554367,,,,
"Malaysia","101.975766,4.210484",101.975766,4.210484,"MYS","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.10531122,67.86638259,67.62745396,67.38852534,67.14959671,66.91066809,66.67173946,66.43281084,66.19388221,65.95495358,65.71602496,65.28930148,64.86257799,64.43585451,64.00913103,63.58240755,63.31821641,63.05402526,62.78983412,62.52564298,62.26145183,61.99726069,61.73306955,,
"Malaysia","101.975766,4.210484",101.975766,4.210484,"MYS","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",,,,,,,,,,1.338572181,1.491450516,1.563103835,1.491553162,1.584082478,1.579470868,1.896414783,1.753895583,1.761545575,2.01998951,2.023859565,2.173808169,2.102079989,2.543836407,2.262852606,2.298687671,2.464895964,2.440349148,2.483672685,2.817079161,3.107600327,3.666027293,3.920736208,4.655639926,4.652496226,5.844623648,5.897259014,5.724202398,5.107869463,4.714109527,5.405598437,5.714211956,5.534942437,6.438811732,6.596962621,6.863351456,6.481820062,7.656798012,7.809635347,7.33642159,7.667467327,,,,
"Maldives","73.22068,3.202778",73.22068,3.202778,"MDV","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
"Maldives","73.22068,3.202778",73.22068,3.202778,"MDV","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",,,,,,,,,,,0.031165012,0.030157986,0.029154079,0.028209211,0.054699911,0.079737615,0.103488175,0.151151048,0.195966573,0.285155136,0.29895459,0.288822378,0.300195889,0.331081806,0.359631248,0.424658111,0.410527548,0.469498503,0.594993915,0.71349353,0.77647626,1.110417224,0.926125054,0.919466257,1.122711408,1.272761002,1.4304829,1.27378394,1.741254636,1.828491815,2.07223612,2.438242503,2.078350035,2.657746021,2.353674355,2.930451581,2.974153173,3.213151162,3.338224989,3.298897124,,,,
"Mali","-3.996166,17.570692",-3.996166,17.570692,"MLI","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.53263016,11.46780419,11.40297822,11.33815225,11.27332629,11.20850032,11.14367435,11.07884838,11.01402241,10.94919644,10.88437047,10.81946254,10.75455462,10.68964669,10.62473877,10.55983085,10.49508683,10.43034282,10.3655988,10.30085478,10.23611077,10.17136675,10.10662274,,
"Mali","-3.996166,17.570692",-3.996166,17.570692,"MLI","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",0.022777162,0.02677029,0.033465116,0.033111637,0.036845171,0.035083433,0.040681029,0.035578466,0.02861832,0.035282475,0.03918902,0.041690869,0.044690843,0.049980097,0.05508377,0.054190241,0.064782,0.060903383,0.064857935,0.058256067,0.057684812,0.052352388,0.058500571,0.059931089,0.054966368,0.050749125,0.047198118,0.04991963,0.053414049,0.052950968,0.053671293,0.053312592,0.053273579,0.052747881,0.052217563,0.052884699,0.055418179,0.053235952,0.054027499,0.052893322,0.051727256,0.050880658,0.048044709,0.048796433,0.047598419,0.046114391,0.045529066,0.045215442,0.045163775,0.044572554,,,,
"Malta","14.375416,35.937496",14.375416,35.937496,"MLT","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,,
"Malta","14.375416,35.937496",14.375416,35.937496,"MLT","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",0.901952344,1.018925594,1.273303364,1.552410895,1.483823714,1.314628807,1.671365752,2.072289704,2.145008216,2.193051379,2.180574827,2.776468838,2.669556585,2.464936622,2.193772968,2.494443609,2.616128612,3.014633344,2.890608345,3.231041071,3.586735302,4.028211281,3.01770522,4.126294265,3.563982381,4.340964162,5.386307096,5.79625135,6.189700104,6.150148234,5.801971895,5.653875325,7.319842941,6.627570725,5.741551104,6.031525114,6.723491349,5.682394918,6.186419232,5.413532514,6.325824114,5.806537886,6.476880542,6.415248662,6.683221324,6.351303206,6.698844917,6.252313871,6.054221205,6.24572264,,,,
"Marshall Islands","171.184478,7.131474",171.184478,7.131474,"MHL","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.22222222,70.22222222,70.22222222,70.22222222,70.22222222,70.22222222,70.22222222,70.22222222,70.22222222,70.22222222,70.22222222,70.22222222,70.22222222,70.22222222,70.22222222,70.22222222,70.22222222,70.22222222,70.22222222,70.22222222,70.22222222,70.22222222,,
"Marshall Islands","171.184478,7.131474",171.184478,7.131474,"MHL","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.007843552,1.058930303,1.113867401,1.245484696,1.305059612,1.29372795,1.28423838,1.276785887,1.341878202,1.267493663,1.476332892,1.545952782,1.616936025,1.618363235,1.690056458,1.620135234,1.76013747,1.898542665,1.895090439,1.961674404,1.958419165,,,,
"Mauritania","-10.940835,21.00789",-10.940835,21.00789,"MRT","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.402638983,0.393130882,0.383622781,0.374114679,0.364606578,0.355098477,0.345590375,0.336082274,0.326574173,0.317066072,0.30755797,0.297855826,0.288153682,0.278451538,0.268749394,0.259047249,0.254196177,0.249345105,0.244494033,0.239642961,0.234791889,0.229940817,0.225089745,,
"Mauritania","-10.940835,21.00789",-10.940835,21.00789,"MRT","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",0.053965174,0.068556378,0.094011178,0.12174319,0.162571513,0.175819885,0.188165647,0.216572571,0.246474834,0.373422889,0.337884354,0.367328071,0.374353481,0.375012493,0.383625906,0.378060863,0.395976468,0.402472739,0.405847836,0.411125183,0.42043429,0.544036143,0.559518032,0.503486951,0.371452307,0.205967787,1.761085199,1.685593477,1.446842144,1.317042649,1.321358906,1.375366717,1.344975819,1.377894738,1.278681179,1.247857459,1.211606616,0.435673431,0.456327284,0.456327788,0.483432883,0.498290663,0.497066596,0.534071365,0.532654687,0.517593437,0.57482064,0.59029373,0.628882985,0.613635432,,,,
"Mauritius","57.552152,-20.348404",57.552152,-20.348404,"MUS","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.11330049,19.10837438,19.10344828,19.09852217,19.09359606,19.08866995,19.08374384,19.07881773,19.07389163,19.06896552,19.06403941,18.68965517,18.31527094,17.9408867,17.56650246,17.19211823,17.20197044,17.21182266,17.22167488,17.23152709,17.24137931,17.25123153,17.26108374,,
"Mauritius","57.552152,-20.348404",57.552152,-20.348404,"MUS","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",0.274719173,0.361281304,0.290764139,0.418299766,0.404197875,0.357726781,0.636179596,0.799157829,0.704146331,0.603767554,0.471904007,0.809099903,0.784435818,0.789327845,0.661868834,0.683638405,0.696483206,0.673537405,0.693763736,0.611166667,0.554282207,0.507067345,0.597240818,0.621320349,0.69658563,0.780151852,0.901872652,0.820885226,1.003344389,1.381911171,1.421894183,1.575762997,1.617341034,1.459753641,1.630203206,1.720327056,1.740436164,1.892875948,2.099855607,2.332671651,2.472414348,2.463461291,2.572994518,2.589584283,2.743053908,3.015100208,3.083950133,3.11613989,3.031310587,3.214898776,,,,
"Mexico","-102.552784,23.634501",-102.552784,23.634501,"MEX","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.15885182,35.97674837,35.79464492,35.61254147,35.43043803,35.24833458,35.06623113,34.88412768,34.70202423,34.51992078,34.33781733,34.21713521,34.0964531,33.97577098,33.85508887,33.73440675,33.6545693,33.57473186,33.49489442,33.41505697,33.33521953,33.25538208,33.17554464,,
"Mexico","-102.552784,23.634501",-102.552784,23.634501,"MEX","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",1.635122559,1.547483275,1.559102522,1.690789626,1.659655641,1.729896595,1.866835137,1.88779656,1.991542312,2.152803256,2.310981954,2.348745243,2.481150703,2.586422303,2.665315688,2.900447918,2.955006179,3.322484805,3.505387122,3.815810078,3.95640403,4.152212193,3.718502027,3.636160857,3.705415563,3.709335101,3.794568759,3.715931655,4.29136853,3.652728364,3.71309951,3.659527088,3.604152444,3.720095846,3.438827093,3.506268229,3.621182841,3.708927416,3.732021016,3.672909395,3.747870533,3.666015215,3.753899532,3.755151915,3.928821204,3.940505889,4.015198597,4.100654339,3.832903984,3.763572235,,,,
"Mexico and Central America","-102.552784,23.634501",-102.552784,23.634501,"MCA","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mexico and Central America","-102.552784,23.634501",-102.552784,23.634501,"MCA","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.","150.550812,7.425554",150.550812,7.425554,"FSM","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.87142857,90.91428571,90.95714286,90.98571429,91.02857143,91.07142857,91.1,91.14285714,91.18571429,91.22857143,91.25714286,91.3,91.34285714,91.38571429,91.41428571,91.45714286,91.5,91.52857143,91.57142857,91.61428571,91.65714286,91.68571429,,
"Micronesia, Fed. Sts.","150.550812,7.425554",150.550812,7.425554,"FSM","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.709702689,0.745352748,1.088453547,1.26295262,1.642399925,1.371058953,1.373202516,1.376307764,1.104954896,0.971519407,0.942072562,0.947472679,0.952165258,0.990899352,,,,
"Middle East & North Africa (all income levels)","150.550812,7.425554",150.550812,7.425554,"MEA","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95960173,1.961826206,1.964056085,1.966289455,1.968513928,1.970747298,1.972971771,1.975196243,1.977429613,1.979662984,1.981896354,1.98478105,1.987665745,1.990590331,1.993476847,1.996377611,1.998612804,2.000851536,2.003106278,2.005803656,2.008057131,2.01030793,2.012559619,,
"Middle East & North Africa (all income levels)","150.550812,7.425554",150.550812,7.425554,"MEA","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",0.981753832,1.052039218,1.175297311,1.330999585,1.539968489,1.70470265,1.764591176,2.048227003,2.24863898,2.31173495,2.527338008,2.643055708,3.043518851,3.003136854,2.881144282,3.30584615,3.381615743,3.459027494,3.528789381,3.468444508,3.262675767,3.192593264,3.297921312,3.420890982,3.509971604,3.629544411,3.572180056,3.708866887,3.731326207,3.732505525,3.855218456,4.057474872,4.309772242,4.422791788,4.230252571,4.134561964,3.951612725,4.244093662,4.448019887,4.739689848,4.676108762,4.639485989,4.894482037,5.211496725,5.355121795,5.542994158,5.490835646,5.760261982,5.772519714,5.855256079,,,,
"Middle East & North Africa (developing only)","150.550812,7.425554",150.550812,7.425554,"MNA","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.390539732,2.392425492,2.394311252,2.396197012,2.398082772,2.399968532,2.401854292,2.403740052,2.405625812,2.407511572,2.409397332,2.413043906,2.41669048,2.4203891,2.424041363,2.427688025,2.430480195,2.433286401,2.436095419,2.439612872,2.442425533,2.44523537,2.448045207,,
"Middle East & North Africa (developing only)","150.550812,7.425554",150.550812,7.425554,"MNA","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",0.832978873,0.841324004,0.895966099,0.984563479,1.129127866,1.306007619,1.293078586,1.603113467,1.590209288,1.633794114,1.696540503,1.731514935,1.95491686,1.967914149,1.958644709,2.264490573,2.292035616,2.371846637,2.404006567,2.177211948,1.964990592,2.044443073,2.211616418,2.318601993,2.34656598,2.329809357,2.407182853,2.518526272,2.52701461,2.472624728,2.555708443,2.599857839,2.667457148,2.794583733,2.850918143,2.825466648,2.735765533,3.002034873,3.19184993,3.15663314,3.196403119,3.158346522,3.325751603,3.470195615,3.624374042,3.688347808,3.706481177,3.918226018,3.964675037,3.894546077,,,,
"Middle East and North Africa (IFC classification)","150.550812,7.425554",150.550812,7.425554,"CME","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Middle East and North Africa (IFC classification)","150.550812,7.425554",150.550812,7.425554,"CME","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Middle income","150.550812,7.425554",150.550812,7.425554,"MIC","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.09252407,31.86267247,29.88446442,29.7784102,29.67561354,29.56960937,29.46356821,29.35756872,29.26471441,29.15881586,29.06055648,29.01535259,29.02827083,28.98431454,28.94084251,28.89827139,28.85037625,28.80267032,28.75480574,28.70766163,28.65977066,28.3778408,28.47737766,,
"Middle income","150.550812,7.425554",150.550812,7.425554,"MIC","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",0.840203337,0.790166259,0.798941947,0.821517527,0.866947941,0.911112928,0.874667578,0.933495306,1.00840304,1.133777037,1.204232549,1.240261019,1.297569813,1.313036444,1.382169266,1.437103271,1.518737824,1.606054433,1.640224856,1.61556214,1.594686154,1.660302256,1.688508538,1.739878113,1.808838555,1.850076955,1.912350813,1.979171047,1.997569837,1.964437375,2.010281995,2.049502282,2.068014064,2.083078754,2.145263885,2.191226013,2.174725779,2.124601986,2.135919069,2.164375694,2.191229906,2.232166607,2.458931357,2.669817369,2.795913994,2.954813078,3.080285718,3.191198383,3.313731547,3.446735946,,,,
"Moldova","28.369885,47.411631",28.369885,47.411631,"MDA","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.704898083,,9.735320961,9.726858877,9.744990893,9.76313392,9.778317643,9.796476306,9.814646004,9.832826748,9.854014599,10.09124088,10.32846715,10.56890782,10.80291971,11.0367893,11.17664944,11.31650958,11.45636972,11.59622986,11.7489499,11.88896329,12.02678028,,
"Moldova","28.369885,47.411631",28.369885,47.411631,"MDA","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.654239148,4.218287179,3.272901733,3.045274155,3.141359221,1.942777204,1.716679461,1.234733964,0.965214233,1.022913361,1.100182387,1.187528267,1.263730162,1.361666306,1.393071924,1.310188403,1.337336013,1.2752622,1.363011416,,,,
"Monaco","7.412841,43.750298",7.412841,43.750298,"MCO","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,0,,,,,0,,,,
"Monaco","7.412841,43.750298",7.412841,43.750298,"MCO","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mongolia","103.846656,46.862496",103.846656,46.862496,"MNG","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.069208785,8.016491156,7.963773527,7.911055897,7.858338268,7.805620639,7.75290301,7.700185381,7.647467751,7.594750122,7.542032493,7.489379232,7.436725971,7.38407271,7.33141945,7.278766189,7.225984191,7.173202194,7.120420196,7.067638199,7.014856201,6.962074204,6.909292206,,
"Mongolia","103.846656,46.862496",103.846656,46.862496,"MNG","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",1.418750649,1.950759501,1.537331503,1.90429507,1.768715016,1.714551013,1.834781534,2.05662736,2.160865169,2.228037566,2.305371726,2.419140009,2.490501695,2.607957615,2.748425977,2.895766485,3.182958,3.605482737,3.826729191,4.071500058,3.833107679,3.803710812,3.837534986,3.447336649,4.697561399,4.894753806,5.206503858,5.548613427,4.93611164,4.598526481,5.503962917,4.937768467,4.115447698,3.490897028,3.448289712,3.471353683,3.30163337,3.272191841,3.179037765,3.130942038,3.258317563,3.391991997,3.254643633,3.425718919,3.422433863,3.710703201,3.888755131,3.80929637,4.136008859,4.243208522,,,,
"Montenegro","19.37439,42.708678",19.37439,42.708678,"MNE","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.37174721,,,,,,,,,,40.37174721,,,,,40.37174721,40.37174721,40.37174721,40.37174721,40.37174721,40.37174721,40.37174721,40.37174721,,
"Montenegro","19.37439,42.708678",19.37439,42.708678,"MNE","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.340565425,3.864042383,3.644444804,4.445574146,2.942323961,4.163295585,,,,
