"Country Name","Coordinates","Longitude","Latitude","Country Code","Indicator Name","Indicator Code",1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"Bahrain","50.637772,25.930414",50.637772,25.930414,"BHR","Forest area (% of land area)","AG.LND.FRST.ZS",0.289855072,0.289855072,0.422535211,0.422535211,0.422535211,0.422535211,0.422535211,0.422535211,0.422535211,0.563380282,0.563380282,0.563380282,0.563380282,0.555555556,0.547945205,0.675675676,0.621621622,0.64,0.644736842,0.671052632,0.697368421,0.710526316,0.736842105,,
"Bahrain","50.637772,25.930414",50.637772,25.930414,"BHR","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",23.96388907,22.57135653,20.25877712,28.26345362,27.77777373,28.4198517,26.94756054,28.99102946,29.80335267,28.11557575,27.89874282,19.93171511,21.43010016,21.33064744,21.34042449,21.8385486,20.50309532,21.69610201,21.77453545,20.28401672,19.33835286,,,,
"Bangladesh","90.356331,23.684994",90.356331,23.684994,"BGD","Forest area (% of land area)","AG.LND.FRST.ZS",11.47729892,11.45732504,11.43735116,11.41737728,11.3974034,11.37742952,11.35745563,11.33748175,11.31750787,11.29753399,11.27756011,11.25758623,11.23761235,11.21763847,11.19766459,11.17769071,11.15771683,11.13774295,11.11776907,11.09779519,11.07782131,11.05784743,11.03787355,,
"Bangladesh","90.356331,23.684994",90.356331,23.684994,"BGD","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",0.144650458,0.144999395,0.157859354,0.151502361,0.161621139,0.190340811,0.196320875,0.200599318,0.188644999,0.194174893,0.210519056,0.240902076,0.246025688,0.243437439,0.28144773,0.262365597,0.332278182,0.330927964,0.313815174,0.350013411,0.371563901,,,,
"Barbados","-59.543198,13.193887",-59.543198,13.193887,"BRB","Forest area (% of land area)","AG.LND.FRST.ZS",19.44186047,19.44186047,19.44186047,19.44186047,19.44186047,19.44186047,19.44186047,19.44186047,19.44186047,19.44186047,19.44186047,19.44186047,19.44186047,19.44186047,19.44186047,19.44186047,19.44186047,19.44186047,19.44186047,19.44186047,19.44186047,19.44186047,19.44186047,,
"Barbados","-59.543198,13.193887",-59.543198,13.193887,"BRB","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",4.143007527,4.637044297,3.751830719,4.259489366,2.850423524,3.149134573,3.223931728,3.40915172,4.297535516,4.545526256,4.446678394,4.551357456,4.557831585,4.684549039,4.755426976,4.946203503,4.988516785,5.163162333,5.89078427,5.822387332,5.361952382,,,,
"Belarus","27.953389,53.709807",27.953389,53.709807,"BLR","Forest area (% of land area)","AG.LND.FRST.ZS",38.35535397,,38.84145139,39.0845001,39.32754881,39.57059752,39.81364622,40.05669493,40.29974364,40.54279235,40.78584106,40.94655886,41.10930336,41.27002909,41.43484049,41.59148055,41.7683588,41.959586,42.15081321,42.35874174,42.53326762,42.72238924,42.91360702,,
"Belarus","27.953389,53.709807",27.953389,53.709807,"BLR","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",,,8.563751566,7.271325422,6.445128092,6.093680596,5.920977854,5.883075714,5.72028692,5.562438864,5.34418061,5.297721696,5.310737861,5.483469429,5.964810791,6.112425644,6.437868284,6.305628975,6.592748741,6.341938992,6.556549631,,,,
"Belgium","4.469936,50.503887",4.469936,50.503887,"BEL","Forest area (% of land area)","AG.LND.FRST.ZS",,,,,,,,,,,22.03764861,22.07265522,22.10766182,22.14266843,22.17767503,22.21268164,22.24702774,22.28137384,22.31571995,22.35006605,22.38441215,22.41875826,22.45310436,,
"Belgium","4.469936,50.503887",4.469936,50.503887,"BEL","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC",10.88248576,11.75259659,11.3859563,10.80121355,11.20117436,11.14518195,11.77800034,11.42249676,11.6813428,11.32793376,11.28725941,11.15688699,10.40678849,11.06729954,10.67853239,10.35679279,10.12844173,9.71371759,9.699598963,9.65073918,9.976543625,,,,
